-6.70846,6.70846,-6.37304,0,0.0929588,0.124355,74,169,9.8463
-8.62564,8.62564,-8.19436,0,0.194684,0.124355,74,169,9.8919
16.5202,-16.5202,15.6942,0,0.255368,0.124355,74,169,9.9144
21.0727,-21.0727,20.019,0,0.396255,0.124355,74,169,9.9609
7.08665,-7.08665,6.73232,0,0.517348,0.197396,74,170,9.9981
17.2457,-17.2457,16.3834,0,0.59216,0.244979,74,170,10.0209
0.72948,-0.72948,0.693006,0,0.669362,0.404892,74,170,10.0449
19.6901,-19.6901,18.7056,0,0.739667,0.436627,73,170,10.0677
0.483409,-0.483409,0.459239,0,0.808035,0.436627,73,170,10.0914
25.9862,-25.9862,24.6869,0,0.868625,0.436627,73,170,10.1145
0.066054,-0.066054,0.0627513,0,0.923238,0.519146,73,170,10.1382
26.957,-26.957,25.6091,0,0.969524,0.519146,73,170,10.1622
0.0626103,-0.0626103,0.0594798,0,1.00569,0.605545,73,171,10.1862
22.3184,-22.3184,21.2025,0,1.03017,0.694738,73,170,10.2093
9.38334,-9.38334,8.91417,0,1.04719,0.785398,73,171,10.2507
9.51976,-9.51976,9.04377,0,1.04121,0.785398,73,171,10.2741
3.15028,-3.15028,2.99277,0,1.02434,0.785398,73,171,10.2972
-11.9732,11.9732,-11.3746,0,0.97175,0.950547,73,171,10.3365
13.9224,-13.9224,13.2263,0,0.927248,0.868539,73,171,10.3599
-13.424,13.424,-12.7528,0,0.874036,0.950547,73,171,10.3833
-13.221,13.221,-12.5599,0,0.748024,0.950547,73,171,10.4295
-10.5089,10.5089,-9.98346,0,0.601281,0.868539,73,171,10.4763
-7.37323,7.37323,-7.00457,0,0.521625,0.785398,73,171,10.5006
-22.4292,22.4292,-21.3078,0,0.415809,0.785398,73,171,10.533
-4.82793,4.82793,-4.58653,0,0.341909,0.785398,73,171,10.5564
-24.2658,24.2658,-23.0525,0,0.270201,0.785398,73,171,10.5804
-8.47438,8.47438,-8.05066,0,0.208168,0.620249,73,171,10.6029
-17.8931,17.8931,-16.9984,0,0.148965,0.620249,73,171,10.6269
-15.5091,15.5091,-14.7337,0,0.0988412,0.620249,73,171,10.6506
-11.8176,11.8176,-11.2268,0,0.0572183,0.436627,73,171,10.6749
-16.482,16.482,-15.6579,0,0.0273834,0.463648,73,171,10.6983
-7.94828,7.94828,-7.55087,0,0.00843124,0.436627,73,171,10.7214
-18.6397,18.6397,-17.7077,0,0.000347645,0.321751,73,170,10.7442
1.66764,-1.66764,1.58426,0,0.00353332,0.244979,73,171,10.7685
-21.1473,21.1473,-20.09,0,0.017278,0.321751,73,170,10.791
9.55402,-9.55402,9.07632,0,0.0430636,0.124355,73,170,10.815
-15.7979,15.7979,-15.008,0,0.0776739,0.174672,73,170,10.8378
14.435,-14.435,13.7133,0,0.123322,0.0665682,73,170,10.8615
18.7945,-18.7945,17.8547,0,0.239163,0,73,171,10.9086
16.4104,-16.4104,15.5899,0,0.371213,0,73,171,10.953
6.62867,-6.62867,6.29724,0,0.449172,0.124355,73,170,10.9773
8.96539,-8.96539,8.51712,0,0.523928,0.244979,73,171,11.0001
14.0619,-14.0619,13.3588,0,0.599654,0.244979,73,171,11.0232
24.509,-24.509,23.2835,0,0.734861,0.321751,73,171,11.0661
3.17191,-3.17191,3.01332,0,0.804435,0.321751,73,170,11.0901
26.2356,-26.2356,24.9238,0,0.863899,0.436627,73,171,11.1126
0.0338243,-0.0338243,0.032133,0,0.919171,0.519146,73,171,11.1363
8.38561,-8.38561,7.96633,0,0.995813,0.54042,73,171,11.1789
15.625,-15.625,14.8437,0,1.039,0.702257,73,171,11.2218
