14.9672,-14.9672,14.2188,0,0.316257,0.0587558,83,144,5.9352
23.2277,-23.2277,22.0663,0,0.400408,0,83,144,5.9622
24.2862,-24.2862,23.0719,0,0.477272,0.0587558,83,144,5.9859
28.6926,-28.6926,27.2579,0,0.553192,0.0587558,83,144,6.009
23.1415,-23.1415,21.9845,0,0.64391,0.244979,84,144,6.0369
17.0731,-17.0731,16.2195,0,0.730941,0.436627,83,144,6.0648
11.5253,-11.5253,10.949,0,0.804157,0.605545,83,144,6.09
9.9645,-9.9645,9.46627,0,0.874036,0.702257,83,144,6.1167
3.47972,-3.47972,3.30573,0,0.928503,0.868539,83,144,6.1407
1.20075,-1.20075,1.14072,0,0.971239,0.950547,83,144,6.1632
-1.38083,1.38083,-1.31179,0,1.00658,1.03038,83,144,6.1869
1.46662,-1.46662,1.39329,0,1.03749,1.0122,83,144,6.2193
4.73537,-4.73537,4.4986,0,1.04691,0.965252,83,145,6.2553
-1.50627,1.50627,-1.43096,0,1.02567,1.05165,83,144,6.2958
-2.00617,2.00617,-1.90587,0,0.977596,1.0122,83,144,6.333
-8.48786,8.48786,-8.06347,0,0.883941,1.03038,84,144,6.3792
-12.7057,12.7057,-12.0704,0,0.811341,1.03038,83,144,6.4074
-15.5549,15.5549,-14.7771,0,0.744152,1.0122,83,144,6.4308
-23.4933,23.4933,-22.3186,0,0.625264,1.03038,83,144,6.4689
-30.6555,30.6555,-29.1227,0,0.501563,1.03038,83,144,6.5067
-21.0166,21.0166,-19.9658,0,0.423225,0.785398,84,145,6.5307
-23.6421,23.6421,-22.46,0,0.29443,0.702257,83,144,6.5721
-7.01051,7.01051,-6.65998,0,0.200865,0.321751,84,144,6.6057
-1.58496,1.58496,-1.50571,0,0.14736,0.174672,84,144,6.6276
4.63524,-4.63524,4.40348,0,0.0799303,0,84,144,6.6609
9.81495,-9.81495,9.3242,0,0.0447781,-0.124355,83,144,6.6837
8.02638,-8.02638,7.62506,0,0.0140099,-0.124355,83,144,6.7131
3.87249,-3.87249,3.67887,0,0.000209278,-0.0665682,83,144,6.7455
7.53304,-7.53304,7.15639,0,0.00550541,-0.124355,83,144,6.7731
4.73052,-4.73052,4.49399,0,0.0227614,-0.0587558,84,144,6.7971
6.64145,-6.64145,6.30938,0,0.0557321,-0.0587558,84,144,6.8241
15.7095,-15.7095,14.9241,0,0.146674,-0.124355,83,144,6.8721
22.1332,-22.1332,21.0265,0,0.323226,-0.0587558,84,144,6.9375
27.1752,-27.1752,25.8164,0,0.4097,-0.0587558,84,144,6.9651
29.2661,-29.2661,27.8028,0,0.504522,0,84,144,6.9942
27.1368,-27.1368,25.7799,0,0.59216,0.124355,84,144,7.0209
22.1161,-22.1161,21.0103,0,0.703127,0.321751,84,144,7.0557
16.7021,-16.7021,15.867,0,0.807206,0.519146,83,144,7.0911
1.70863,-1.70863,1.6232,0,0.898003,0.868539,83,144,7.1268
-3.55827,3.55827,-3.38036,0,0.969006,1.03038,83,144,7.1619
-9.8196,9.8196,-9.32862,0,1.01091,1.18019,83,144,7.1904
-14.369,14.369,-13.6506,0,1.03704,1.28474,83,145,7.2186
-13.7784,13.7784,-13.0895,0,1.04716,1.28474,83,145,7.2519
-5.41206,5.41206,-5.14146,0,1.0409,1.13417,83,145,7.2747
-6.65206,6.65206,-6.31946,0,1.0195,1.13417,83,145,7.302
-11.573,11.573,-10.9943,0,0.980678,1.18019,83,144,7.3311
-11.1025,11.1025,-10.5474,0,0.915703,1.10715,83,144,7.3653
-14.087,14.087,-13.3826,0,0.864399,1.10715,83,144,7.3872
-19.3469,19.3469,-18.3796,0,0.773535,1.10715,83,144,7.4208
-24.0126,24.0126,-22.8119,0,0.693202,1.10715,83,144,7.4475
-28.3956,28.3956,-26.9758,0,0.617831,1.10715,83,144,7.4712
-25.2935,25.2935,-24.0288,0,0.501892,0.938047,82,144,7.5066
-23.4839,23.4839,-22.3097,0,0.380365,0.785398,83,144,7.5441
-8.79323,8.79323,-8.35357,0,0.285011,0.436627,83,144,7.5753
-10.0284,10.0284,-9.527,0,0.185805,0.358771,83,143,7.6116
6.92169,-6.92169,6.57561,0,0.119321,0,83,144,7.6404
7.28334,-7.28334,6.91917,0,0.059026,-0.0665682,83,144,7.6737
5.58239,-5.58239,5.30327,0,0.0296315,-0.0665682,83,144,7.6962
4.2444,-4.2444,4.03218,0,0.00660168,-0.0665682,83,144,7.7247
3.89323,-3.89323,3.69857,0,0.000565866,-0.0665682,83,144,7.7574
0.578264,-0.578264,0.549351,0,0.00996476,0,83,144,7.7811
6.3124,-6.3124,5.99678,0,0.0422831,-0.0665682,83,144,7.8144
8.31065,-8.31065,7.89512,0,0.0766425,-0.0665682,83,144,7.8372
11.5021,-11.5021,10.9269,0,0.131713,-0.0665682,83,144,7.8654
16.2229,-16.2229,15.4117,0,0.21318,-0.0665682,83,144,7.899
19.8615,-19.8615,18.8684,0,0.275689,-0.0665682,83,144,7.9215
21.0955,-21.0955,20.0408,0,0.363676,0,83,144,7.9506
22.8744,-22.8744,21.7306,0,0.453082,0.0587558,83,144,7.9785
17.4403,-17.4403,16.5683,0,0.545634,0.244979,84,144,8.0067
