TimeStamp|Ticks|FrameNum|FPS|Robo|achou|trajetoria|Xd|Yd|Xa|Ya|DistMelhorPonto|velAtual|velDesejada|erroVel|angAtual|angDesejado|erroAng|
20170115_122602|17434|37|6.25||0||0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122602|17594|38|6.21118||0||0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122602|17769|39|5.71429||0||0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122603|17921|40|6.25||0||0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122603|18090|41|5.68182||0||0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122603|18247|42|6.25||0||0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122603|18447|43|5.68182||0||0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122603|18611|44|6.21118||0||0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122603|18768|45|6.28931||0||0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122604|18931|46|5.64972||0||0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122604|19139|47|6.25|CarroTeste|0|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122604|19343|48|5.71429|CarroTeste|0|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122604|19451|49|5.34759|CarroTeste|0|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122604|19577|50|7.14286|CarroTeste|0|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122604|19748|51|5.91716|CarroTeste|0|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122605|19904|52|6.25|CarroTeste|0|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122605|20091|53|5.68182|CarroTeste|0|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122605|20258|54|6.25|CarroTeste|0|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122605|20434|55|6.25|CarroTeste|0|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122605|20592|56|5.71429|CarroTeste|0|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122605|20787|57|6.25|CarroTeste|0|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122606|20930|58|5.61798|CarroTeste|0|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122606|21092|59|6.28931|CarroTeste|0|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122606|21257|60|5.64972|CarroTeste|0|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122606|21431|61|6.25|CarroTeste|0|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122606|21630|62|6.25|CarroTeste|0|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122606|21767|63|5.68182|CarroTeste|0|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122607|21926|64|6.25|CarroTeste|0|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122607|22095|65|5.71429|CarroTeste|0|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122607|22254|66|6.25|CarroTeste|0|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122607|22473|67|6.21118|CarroTeste|0|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122607|22604|68|5.68182|CarroTeste|0|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122607|22752|69|6.25|CarroTeste|0|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122608|22931|70|5.71429|CarroTeste|0|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122608|23097|71|6.21118|CarroTeste|0|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122608|23267|72|5.71429|CarroTeste|0|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122608|23430|73|5.84795|CarroTeste|0|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122608|23590|74|6.71141|CarroTeste|0|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122608|23762|75|5.68182|CarroTeste|0|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122609|23903|76|6.17284|CarroTeste|0|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122609|24081|77|5.74713|CarroTeste|0|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122609|24256|78|6.21118|CarroTeste|0|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122609|24414|79|6.21118|CarroTeste|0|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122609|24578|80|5.71429|CarroTeste|0|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122609|24766|81|6.25|CarroTeste|0|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122610|25012|82|5.71429|CarroTeste|0|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122610|25131|83|5.12821|CarroTeste|0|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122610|25249|84|7.04225|CarroTeste|0|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122610|25436|85|6.25|CarroTeste|0|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122610|25593|86|6.25|CarroTeste|0|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122610|25772|87|5.64972|CarroTeste|0|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122611|25993|88|6.28931|CarroTeste|0|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122611|26167|89|5.34759|CarroTeste|0|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122611|26285|90|5.34759|CarroTeste|0|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122611|26426|91|8.13008|CarroTeste|0|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122611|26608|92|5.74713|CarroTeste|0|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122611|26768|93|6.25|CarroTeste|0|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122612|26916|94|5.64972|CarroTeste|0|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122612|27076|95|6.28931|CarroTeste|0|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122612|27251|96|5.64972|CarroTeste|0|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122612|27481|97|6.25|CarroTeste|0|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122612|27598|98|5.49451|CarroTeste|0|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122612|27831|99|6.53595|CarroTeste|0|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122613|27947|100|5.74713|CarroTeste|0|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122613|28112|101|6.13497|CarroTeste|0|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122613|28326|102|6.25|CarroTeste|0|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122613|28464|103|5.12821|CarroTeste|0|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122921|28588|104|7.0922|CarroTeste|0|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122942|216251|105|0.00532825|CarroTeste|0|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122944|237679|106|0.0466679|CarroTeste|0|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122944|239513|107|0.547046|CarroTeste|0|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122944|239694|108|5.52486|CarroTeste|0|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122944|239864|109|5.68182|CarroTeste|0|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122945|240024|110|6.21118|CarroTeste|0|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122945|240204|111|5.64972|CarroTeste|0|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122945|240362|112|6.32911|CarroTeste|0|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122945|240541|113|5.58659|CarroTeste|0|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122945|240697|114|6.28931|CarroTeste|0|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122945|240869|115|6.28931|CarroTeste|0|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122946|241031|116|5.68182|CarroTeste|0|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122946|241206|117|6.28931|CarroTeste|0|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122946|241363|118|5.68182|CarroTeste|0|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122946|241530|119|6.25|CarroTeste|0|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122946|241709|120|6.25|CarroTeste|0|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122946|241857|121|5.64972|CarroTeste|0|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122947|242017|122|6.25|CarroTeste|0|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122947|242199|123|5.68182|CarroTeste|0|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122947|242357|124|6.25|CarroTeste|0|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122947|242528|125|5.71429|CarroTeste|0|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122947|242693|126|6.21118|CarroTeste|0|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122947|242852|127|6.28931|CarroTeste|0|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122948|243028|128|5.64972|CarroTeste|0|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122948|243189|129|6.28931|CarroTeste|0|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122948|243369|130|5.64972|CarroTeste|0|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_122948|243530|131|6.25|CarroTeste|0|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
