TimeStamp|Ticks|FrameNum|FPS|LogaDados|Robo|achou|trajetoria|Xd|Yd|Xa|Ya|DistMelhorPonto|velAtual|velAtualDerivSuja|velDesejada|erroVel|SaidaControleLinear|angAtual|angDesejado|erroAng|SaidaControleAngular|SinalDeControle1|SinalDeControle2|
20170211_160940|16493|40|22.000000|1|CarroTeste|1|circulo_r60_xc160_yc120|117|77|117|76|1.000000|0.000000|-1.#IND00|40.000000|-1.#IND00|-1.#IND00|-0.674741|-0.771681|-0.096940|-2.933806|-1.#IND00|-1.#IND00|
20170211_160940|16493|40|22.000000|1|CarroTeste2|0|circulo_r60_xc160_yc120|0|0|0|0|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|
20170211_160940|16562|42|14.925373|1|CarroTeste|1|circulo_r60_xc160_yc120|117|77|117|76|1.000000|0.000000|-1.#IND00|40.000000|-1.#IND00|-1.#IND00|-0.674741|-0.771681|-0.096940|-2.933518|-1.#IND00|-1.#IND00|
20170211_160940|16562|42|14.925373|1|CarroTeste2|0|circulo_r60_xc160_yc120|0|0|0|0|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|
20170211_160940|16628|44|14.925373|1|CarroTeste|1|circulo_r60_xc160_yc120|117|77|117|76|1.000000|0.000000|-1.#IND00|40.000000|-1.#IND00|-1.#IND00|-0.785398|-0.771681|0.013717|0.403560|-1.#IND00|-1.#IND00|
20170211_160940|16629|44|14.925373|1|CarroTeste2|0|circulo_r60_xc160_yc120|0|0|0|0|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|
20170211_160940|16696|46|14.925373|1|CarroTeste|1|circulo_r60_xc160_yc120|117|77|117|76|1.000000|0.000000|-1.#IND00|40.000000|-1.#IND00|-1.#IND00|-0.785398|-0.771681|0.013717|0.404479|-1.#IND00|-1.#IND00|
20170211_160940|16697|46|14.925373|1|CarroTeste2|0|circulo_r60_xc160_yc120|0|0|0|0|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|
20170211_160940|16763|48|14.925373|1|CarroTeste|1|circulo_r60_xc160_yc120|117|77|117|76|1.000000|0.000000|-1.#IND00|40.000000|-1.#IND00|-1.#IND00|-0.785398|-0.771681|0.013717|0.405398|-1.#IND00|-1.#IND00|
20170211_160940|16763|48|14.925373|1|CarroTeste2|0|circulo_r60_xc160_yc120|0|0|0|0|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|
20170211_160941|16832|50|14.925373|1|CarroTeste|1|circulo_r60_xc160_yc120|117|77|117|76|1.000000|0.000000|-1.#IND00|40.000000|-1.#IND00|-1.#IND00|-0.674741|-0.771681|-0.096940|-2.937256|-1.#IND00|-1.#IND00|
