TimeStamp|Ticks|FrameNum|FPS|LogaDados|Robo|achou|trajetoria|Xd|Yd|Xa|Ya|DistMelhorPonto|velAtual|velAtualDerivSuja|velDesejada|erroVel|SaidaControleLinear|angAtual|angDesejado|erroAng|SaidaControleAngular|SinalDeControle1|SinalDeControle2|
20170211_194219|14644|23|22.000000|1|CarroTeste|1|circulo_r60_xc160_yc120|156|60|156|65|5.000000|0.000000|0.000000|50.000000|50.000000|356.912109|-0.165149|-0.162832|0.002317|0.070116|17.919412|17.771799|
20170211_194219|14646|23|22.000000|1|CarroTeste2|1|circulo_r60_xc160_yc120|220|120|289|116|69.115845|0.000000|0.000000|35.000000|35.000000|249.838479|-0.090660|2.953113|3.043773|92.116788|109.456965|-84.473117|
20170211_194219|14723|25|12.987013|1|CarroTeste|1|circulo_r60_xc160_yc120|156|60|156|65|5.000000|0.000000|0.000000|50.000000|50.000000|338.464257|-0.165149|-0.162832|0.002317|0.070088|16.996990|16.849436|
20170211_194219|14724|25|12.987013|1|CarroTeste2|1|circulo_r60_xc160_yc120|220|120|290|115|70.178344|0.000000|1.889548|35.000000|33.110452|224.219977|0.090660|2.974363|2.883703|87.244556|103.047375|-80.625377|
20170211_194219|14800|27|12.987013|1|CarroTeste|1|circulo_r60_xc160_yc120|156|60|156|65|5.000000|0.000000|0.000000|50.000000|50.000000|342.314257|-0.165149|-0.162832|0.002317|0.070266|17.189677|17.041748|
20170211_194219|14801|27|12.987013|1|CarroTeste2|1|circulo_r60_xc160_yc120|220|120|290|115|70.178344|0.000000|1.889548|35.000000|33.110452|226.769482|0.090660|2.974363|2.883703|87.466601|103.408582|-80.731634|
20170211_194219|14878|29|12.987013|1|CarroTeste|1|circulo_r60_xc160_yc120|156|60|156|65|5.000000|0.000000|0.000000|50.000000|50.000000|346.164257|-0.165149|-0.162832|0.002317|0.070445|17.382365|17.234060|
20170211_194219|14879|29|12.987013|1|CarroTeste2|1|circulo_r60_xc160_yc120|220|120|290|116|70.114193|0.000000|3.225661|35.000000|31.774339|220.335192|0.197396|2.973080|2.775685|84.425789|99.886012|-77.852493|
20170211_194219|14954|31|12.987013|1|CarroTeste|1|circulo_r60_xc160_yc120|156|60|156|65|5.000000|0.000000|0.000000|50.000000|50.000000|350.014257|-0.165149|-0.162832|0.002317|0.070623|17.575053|17.426373|
20170211_194219|14955|31|12.987013|1|CarroTeste2|1|circulo_r60_xc160_yc120|220|120|291|116|71.112587|0.000000|4.561773|35.000000|30.438227|213.798022|0.785398|2.993048|2.207650|67.481247|81.722793|-60.342991|
20170211_194219|15031|33|12.987013|1|CarroTeste|1|circulo_r60_xc160_yc120|157|60|157|65|5.000000|0.000000|1.336112|50.000000|48.663888|344.880461|-0.165149|-0.143982|0.021166|0.640178|17.917895|16.570151|
20170211_194219|15033|33|12.987013|1|CarroTeste2|1|circulo_r60_xc160_yc120|220|120|291|116|71.112587|0.000000|2.672225|35.000000|32.327775|228.846769|1.480136|2.993048|1.512912|46.665721|60.564150|-37.679474|
20170211_194220|15109|35|12.987013|1|CarroTeste|1|circulo_r60_xc160_yc120|158|60|158|65|5.000000|0.000000|2.672225|50.000000|47.327775|339.643786|-0.076772|-0.131416|-0.054644|-1.648149|15.247295|18.717083|
20170211_194220|15110|35|12.987013|1|CarroTeste2|1|circulo_r60_xc160_yc120|220|120|291|117|71.063352|0.000000|4.008337|35.000000|30.991663|222.352213|1.997424|2.992063|0.994639|31.127098|43.882978|-21.647756|
20170211_194220|15186|37|12.987013|1|CarroTeste|1|circulo_r60_xc160_yc120|158|60|158|65|5.000000|0.000000|2.672225|50.000000|47.327775|343.288025|-0.165149|-0.131416|0.033733|1.017185|18.235122|16.093680|
20170211_194220|15188|37|12.987013|1|CarroTeste2|1|circulo_r60_xc160_yc120|220|120|291|117|71.063352|0.000000|2.672225|35.000000|32.327775|233.722365|2.761086|2.992063|0.230977|8.136218|20.250558|3.121678|
20170211_194220|15264|39|12.987013|1|CarroTeste|1|circulo_r60_xc160_yc120|160|60|160|65|5.000000|0.000000|5.344450|50.000000|44.655550|328.964676|0.000000|-0.100000|-0.100000|-3.019798|13.269499|19.626969|
20170211_194220|15265|39|12.987013|1|CarroTeste2|1|circulo_r60_xc160_yc120|220|120|290|118|70.028566|0.000000|3.225661|35.000000|31.774339|232.490395|3.522099|2.971368|-0.550731|-15.458568|-4.647657|27.896697|
20170211_194220|15342|41|12.987013|1|CarroTeste|1|circulo_r60_xc160_yc120|160|60|160|65|5.000000|0.000000|4.008337|50.000000|45.991663|341.386949|-0.090660|-0.100000|-0.009340|-0.288992|16.765145|17.373550|
20170211_194220|15344|41|12.987013|1|CarroTeste2|1|circulo_r60_xc160_yc120|220|120|290|118|70.028566|0.000000|3.225661|0.000000|-3.225661|-0.397051|3.926991|2.971368|-0.955623|-27.731284|-29.210678|29.170973|
20170211_194220|15420|43|12.987013|1|CarroTeste|1|circulo_r60_xc160_yc120|160|60|160|65|5.000000|0.000000|2.672225|50.000000|47.327775|353.912099|-0.090660|-0.100000|-0.009340|-0.289712|17.390645|18.000564|
20170211_194220|15422|43|12.987013|1|CarroTeste2|1|circulo_r60_xc160_yc120|220|120|289|117|69.065187|0.000000|3.779097|0.000000|-3.779097|-4.366636|-2.231839|2.952100|-1.099246|-32.143187|-34.053265|33.616602|
20170211_194220|15497|45|12.987013|1|CarroTeste|1|circulo_r60_xc160_yc120|161|60|161|65|5.000000|0.000000|4.008337|50.000000|45.991663|348.572546|-0.090660|-0.081150|0.009509|0.278946|17.722255|17.135000|
20170211_194220|15498|45|12.987013|1|CarroTeste2|1|circulo_r60_xc160_yc120|220|120|289|117|69.065187|0.000000|3.779097|0.000000|-3.779097|-4.657626|3.926991|2.952100|-0.974891|-28.471512|-30.202894|29.737131|
20170211_194220|15575|47|12.987013|1|CarroTeste|1|circulo_r60_xc160_yc120|161|60|161|65|5.000000|0.000000|1.336112|50.000000|48.663888|370.081490|-0.090660|-0.081150|0.009509|0.279678|18.798473|18.209676|
20170211_194220|15576|47|12.987013|1|CarroTeste2|1|circulo_r60_xc160_yc120|220|120|289|117|69.065187|0.000000|1.889548|0.000000|-1.889548|7.756386|3.926991|2.952100|-0.974891|-28.546578|-29.661211|30.436849|
20170211_194220|15651|49|12.987013|1|CarroTeste|1|circulo_r60_xc160_yc120|162|60|162|65|5.000000|0.000000|2.672225|50.000000|47.327775|364.844815|-0.090660|-0.062301|0.028359|0.849787|19.136753|17.347728|
20170211_194220|15653|49|12.987013|1|CarroTeste2|1|circulo_r60_xc160_yc120|220|120|289|117|69.065187|0.000000|1.889548|0.000000|-1.889548|7.610891|3.682012|2.952100|-0.729912|-21.221730|-21.958118|22.719208|
20170211_194220|15729|51|12.987013|1|CarroTeste|1|circulo_r60_xc160_yc120|162|60|162|65|5.000000|0.000000|2.672225|50.000000|47.327775|368.489054|-0.090660|-0.062301|0.028359|0.851971|19.321264|17.527642|
20170211_194220|15730|51|12.987013|1|CarroTeste2|1|circulo_r60_xc160_yc120|220|120|289|116|69.115845|0.000000|1.336112|0.000000|-1.336112|11.186605|3.463343|2.953113|-0.510230|-14.642131|-14.853440|15.972100|
20170211_194220|15807|53|12.987013|1|CarroTeste|1|circulo_r60_xc160_yc120|163|60|163|65|5.000000|0.000000|2.672225|50.000000|47.327775|372.133293|-0.197396|-0.049735|0.147661|4.457835|23.299123|13.914206|
20170211_194220|15809|53|12.987013|1|CarroTeste2|1|circulo_r60_xc160_yc120|220|120|289|117|69.065187|0.000000|2.672225|0.000000|-2.672225|2.099930|3.407845|2.952100|-0.455745|-13.035618|-13.616707|13.826700|
20170211_194220|15884|55|12.987013|1|CarroTeste|1|circulo_r60_xc160_yc120|164|60|164|65|5.000000|0.000000|4.008337|50.000000|45.991663|366.793739|-0.090660|-0.030885|0.059775|1.814485|20.249671|16.429703|
20170211_194220|15885|55|12.987013|1|CarroTeste2|1|circulo_r60_xc160_yc120|220|120|289|116|69.115845|0.000000|4.008337|0.000000|-4.008337|-7.089625|3.064821|2.953113|-0.111707|-2.678597|-3.174057|2.465094|
20170211_194220|15962|57|12.987013|1|CarroTeste|1|circulo_r60_xc160_yc120|164|60|164|65|5.000000|0.000000|2.672225|50.000000|47.327775|379.318889|-0.090660|-0.030885|0.059775|1.819088|20.880774|17.051115|
20170211_194220|15963|57|12.987013|1|CarroTeste2|1|circulo_r60_xc160_yc120|220|120|289|116|69.115845|0.000000|4.008337|0.000000|-4.008337|-7.398266|2.976444|2.953113|-0.023331|-0.017657|-0.388499|-0.351328|
20170211_194221|16041|59|12.987013|1|CarroTeste|1|circulo_r60_xc160_yc120|165|60|165|64|4.000000|0.000000|4.561773|50.000000|45.438227|370.258125|-0.165149|0.007965|0.173113|5.247230|24.036306|12.989506|
20170211_194221|16042|59|12.987013|1|CarroTeste2|1|circulo_r60_xc160_yc120|220|120|289|116|69.115845|0.000000|2.672225|0.000000|-2.672225|1.276885|2.976444|2.953113|-0.023331|-0.019453|0.043367|0.084321|
20170211_194221|16118|61|12.987013|1|CarroTeste|1|circulo_r60_xc160_yc120|166|60|166|65|5.000000|0.000000|5.115209|50.000000|44.884791|370.035662|0.000000|0.000531|0.000531|0.047475|18.551757|18.451809|
20170211_194221|16119|61|12.987013|1|CarroTeste2|1|circulo_r60_xc160_yc120|220|120|289|116|69.115845|0.000000|1.336112|0.000000|-1.336112|10.054918|2.875341|2.953113|0.077773|3.032716|3.695079|-2.689587|
20170211_194221|16196|63|12.987013|1|CarroTeste|1|circulo_r60_xc160_yc120|166|60|166|65|5.000000|0.000000|3.779097|50.000000|46.220903|382.475583|-0.090660|0.000531|0.091191|2.786022|22.056434|16.191124|
20170211_194221|16197|63|12.987013|1|CarroTeste2|1|circulo_r60_xc160_yc120|220|120|289|116|69.115845|0.000000|0.000000|0.000000|0.000000|18.935831|2.875341|2.953113|0.077773|3.038705|4.145428|-2.251845|
20170211_194221|16273|65|12.987013|1|CarroTeste|1|circulo_r60_xc160_yc120|167|60|167|65|5.000000|0.000000|5.115209|50.000000|44.884791|377.050800|-0.090660|0.019381|0.110040|3.362420|22.391930|15.313150|
20170211_194221|16274|65|12.987013|1|CarroTeste2|1|circulo_r60_xc160_yc120|220|120|289|116|69.115845|0.000000|0.000000|0.000000|0.000000|18.935831|2.875341|2.953113|0.077773|3.044693|4.151732|-2.258149|
20170211_194221|16350|67|12.987013|1|CarroTeste|1|circulo_r60_xc160_yc120|168|60|168|65|5.000000|0.000000|4.561773|50.000000|45.438227|384.228136|-0.090660|0.038230|0.128890|3.940270|23.359059|15.063754|
20170211_194221|16352|67|12.987013|1|CarroTeste2|1|circulo_r60_xc160_yc120|220|120|289|116|69.115845|0.000000|0.000000|0.000000|0.000000|18.935831|2.875341|2.953113|0.077773|3.050682|4.158035|-2.264452|
20170211_194221|16427|69|12.987013|1|CarroTeste|1|circulo_r60_xc160_yc120|171|61|169|65|4.472136|0.000000|4.008337|50.000000|45.991663|391.448090|0.000000|0.099053|0.099053|3.048923|22.781798|16.363011|
20170211_194221|16428|69|12.987013|1|CarroTeste2|1|circulo_r60_xc160_yc120|220|120|289|116|69.115845|0.000000|0.000000|0.000000|0.000000|18.935831|2.875341|2.953113|0.077773|3.056670|4.164339|-2.270756|
20170211_194221|16505|71|12.987013|1|CarroTeste|1|circulo_r60_xc160_yc120|171|61|170|65|4.123106|0.000000|5.344450|50.000000|44.655550|386.005652|0.000000|0.106033|0.106033|3.267409|22.739661|15.860904|
20170211_194221|16507|71|12.987013|1|CarroTeste2|1|circulo_r60_xc160_yc120|220|120|289|116|69.115845|0.000000|0.000000|0.000000|0.000000|18.935831|2.875341|2.953113|0.077773|3.062659|4.170643|-2.277060|
20170211_194221|16582|73|12.987013|1|CarroTeste|1|circulo_r60_xc160_yc120|171|61|170|65|4.123106|0.000000|4.008337|50.000000|45.991663|398.427925|0.000000|0.106033|0.106033|3.275574|23.369369|16.473424|
20170211_194221|16583|73|12.987013|1|CarroTeste2|1|circulo_r60_xc160_yc120|220|120|289|116|69.115845|0.000000|0.000000|0.000000|0.000000|18.935831|2.875341|2.953113|0.077773|3.068647|4.176946|-2.283363|
20170211_194221|16659|75|12.987013|1|CarroTeste|1|circulo_r60_xc160_yc120|171|61|170|65|4.123106|0.000000|2.672225|50.000000|47.327775|410.953076|0.000000|0.106033|0.106033|3.283738|24.004220|17.091087|
20170211_194221|16661|75|12.987013|1|CarroTeste2|1|circulo_r60_xc160_yc120|220|120|289|116|69.115845|0.000000|0.000000|0.000000|0.000000|18.935831|2.875341|2.953113|0.077773|3.074636|4.183250|-2.289667|
20170211_194221|16737|77|12.987013|1|CarroTeste|1|circulo_r60_xc160_yc120|171|61|171|65|4.000000|0.000000|2.672225|50.000000|47.327775|414.597314|0.090660|0.108496|0.017836|0.627769|21.390675|20.069057|
20170211_194221|16738|77|12.987013|1|CarroTeste2|1|circulo_r60_xc160_yc120|220|120|289|116|69.115845|0.000000|0.000000|0.000000|0.000000|18.935831|2.875341|2.953113|0.077773|3.080624|4.189554|-2.295971|
20170211_194221|16814|79|12.987013|1|CarroTeste|1|circulo_r60_xc160_yc120|172|61|172|65|4.000000|0.000000|2.672225|50.000000|47.327775|418.241553|0.000000|0.127345|0.127345|3.937024|25.056314|16.767841|
20170211_194221|16815|79|12.987013|1|CarroTeste2|1|circulo_r60_xc160_yc120|220|120|289|116|69.115845|0.000000|0.000000|0.000000|0.000000|18.935831|2.875341|2.953113|0.077773|3.086613|4.195857|-2.302274|
20170211_194221|16892|81|12.987013|1|CarroTeste|1|circulo_r60_xc160_yc120|175|62|173|65|3.605551|0.000000|4.008337|50.000000|45.991663|412.902000|0.090660|0.191783|0.101123|3.154751|23.965891|17.324309|
20170211_194221|16894|81|12.987013|1|CarroTeste2|1|circulo_r60_xc160_yc120|220|120|289|116|69.115845|0.000000|0.000000|0.000000|0.000000|18.935831|2.875341|2.953113|0.077773|3.092601|4.202161|-2.308578|
20170211_194221|16970|83|12.987013|1|CarroTeste|1|circulo_r60_xc160_yc120|175|62|174|65|3.162278|0.000000|5.344450|50.000000|44.655550|407.459562|0.090660|0.200648|0.109988|3.430332|23.983853|16.762103|
20170211_194221|16972|83|12.987013|1|CarroTeste2|1|circulo_r60_xc160_yc120|220|120|289|116|69.115845|0.000000|0.000000|0.000000|0.000000|18.935831|2.875341|2.953113|0.077773|3.098590|4.208465|-2.314882|
20170211_194222|17048|85|12.987013|1|CarroTeste|1|circulo_r60_xc160_yc120|175|62|174|66|4.123106|0.000000|5.344450|50.000000|44.655550|410.898039|0.197396|0.181432|-0.015964|-0.365759|20.159893|20.929911|
20170211_194222|17049|85|12.987013|1|CarroTeste2|1|circulo_r60_xc160_yc120|220|120|289|116|69.115845|0.000000|0.000000|0.000000|0.000000|18.935831|2.875341|2.953113|0.077773|3.104578|4.214768|-2.321185|
20170211_194222|17125|87|12.987013|1|CarroTeste|1|circulo_r60_xc160_yc120|175|62|175|66|4.000000|0.000000|5.344450|50.000000|44.655550|414.336516|0.197396|0.183894|-0.013502|-0.292616|20.408809|21.024843|
20170211_194222|17127|87|12.987013|1|CarroTeste2|1|circulo_r60_xc160_yc120|220|120|289|116|69.115845|0.000000|0.000000|0.000000|0.000000|18.935831|2.875341|2.953113|0.077773|3.110567|4.221072|-2.327489|
20170211_194222|17210|89|12.987013|1|CarroTeste|1|circulo_r60_xc160_yc120|175|62|175|66|4.000000|0.000000|4.008337|50.000000|45.991663|426.758790|0.165149|0.183894|0.018745|0.680405|22.054155|20.621724|
20170211_194222|17211|89|12.987013|1|CarroTeste2|1|circulo_r60_xc160_yc120|220|120|289|116|69.115845|0.000000|0.000000|0.000000|0.000000|18.935831|2.875341|2.953113|0.077773|3.116555|4.227376|-2.333793|
20170211_194222|17286|91|12.987013|1|CarroTeste|1|circulo_r60_xc160_yc120|178|63|176|67|4.472136|0.000000|4.561773|50.000000|45.438227|426.578937|0.266252|0.231000|-0.035252|-0.949217|20.329771|22.328123|
20170211_194222|17287|91|12.987013|1|CarroTeste2|1|circulo_r60_xc160_yc120|220|120|289|116|69.115845|0.000000|0.000000|0.000000|0.000000|18.935831|2.875341|2.953113|0.077773|3.122544|4.233680|-2.340096|
20170211_194222|17363|93|12.987013|1|CarroTeste|1|circulo_r60_xc160_yc120|178|63|177|67|4.123106|0.000000|4.561773|50.000000|45.438227|430.077680|0.266252|0.237980|-0.028272|-0.741073|20.723807|22.283961|
20170211_194222|17364|93|12.987013|1|CarroTeste2|1|circulo_r60_xc160_yc120|220|120|289|116|69.115845|0.000000|0.000000|0.000000|0.000000|18.935831|2.875341|2.953113|0.077773|3.128532|4.239983|-2.346400|
20170211_194222|17440|95|12.987013|1|CarroTeste|1|circulo_r60_xc160_yc120|178|63|178|67|4.000000|0.000000|4.561773|50.000000|45.438227|433.576424|0.197396|0.240442|0.043047|1.411026|23.164112|20.193531|
