TimeStamp|Ticks|FrameNum|FPS|LogaDados|Robo|achou|trajetoria|Xd|Yd|Xa|Ya|DistMelhorPonto|velAtual|velAtualDerivSuja|velDesejada|erroVel|SaidaControleLinear|angAtual|angDesejado|erroAng|SaidaControleAngular|SinalDeControle1|SinalDeControle2|
20170204_125900|300026|6002|22,000000|1|CarroTeste|1|circulo_r68_xc160_yc120|218|155|245|175|33,600595|0,000000|2725,839694|80,000000|-2645,839694|-9792,588965|3,050933|2,789445|-0,261487|-7,120570|-255,000000|-255,000000|
20170204_125900|300030|6002|22,000000|1|CarroTeste2|0|circulo_r68_xc160_yc120|218|155|0|0|33,600595|0,000000|2725,839694|80,000000|-2645,839694|-9792,588965|3,050933|2,789445|-0,261487|-7,120570|-255,000000|-255,000000|
20170204_125900|300079|6004|19,230769|1|CarroTeste|1|circulo_r68_xc160_yc120|218|155|245|175|33,600595|0,000000|0,000000|80,000000|80,000000|169,783658|3,050933|2,789445|-0,261487|-7,062643|1,054822|15,923544|
20170204_125900|300084|6004|19,230769|1|CarroTeste2|0|circulo_r68_xc160_yc120|218|155|0|0|33,600595|0,000000|0,000000|80,000000|80,000000|169,783658|3,050933|2,789445|-0,261487|-7,062643|1,054822|15,923544|
20170204_125901|300126|6006|21,276596|1|CarroTeste|1|circulo_r68_xc160_yc120|218|155|246|175|34,409301|0,000000|8,755801|80,000000|71,244199|146,162231|3,141593|2,805619|-0,335973|-9,150906|-2,324421|16,940644|
20170204_125901|300130|6006|21,276596|1|CarroTeste2|0|circulo_r68_xc160_yc120|218|155|0|0|34,409301|0,000000|8,755801|80,000000|71,244199|146,162231|3,141593|2,805619|-0,335973|-9,150906|-2,324421|16,940644|
20170204_125901|300173|6008|21,739130|1|CarroTeste|1|circulo_r68_xc160_yc120|218|155|246|175|34,409301|0,000000|0,000000|80,000000|80,000000|182,758890|3,141593|2,805619|-0,335973|-9,181702|-0,527005|18,802894|
20170204_125901|300179|6008|21,739130|1|CarroTeste2|0|circulo_r68_xc160_yc120|218|155|0|0|34,409301|0,000000|0,000000|80,000000|80,000000|182,758890|3,141593|2,805619|-0,335973|-9,181702|-0,527005|18,802894|
20170204_125901|300219|6010|22,222222|1|CarroTeste|1|circulo_r68_xc160_yc120|218|155|246|175|34,409301|0,000000|0,000000|80,000000|80,000000|187,503166|3,141593|2,805619|-0,335973|-9,212839|-0,322568|19,072884|
20170204_125901|300223|6010|22,222222|1|CarroTeste2|0|circulo_r68_xc160_yc120|218|155|0|0|34,409301|0,000000|0,000000|80,000000|80,000000|187,503166|3,141593|2,805619|-0,335973|-9,212839|-0,322568|19,072884|
20170204_125901|300268|6012|21,276596|1|CarroTeste|1|circulo_r68_xc160_yc120|218|155|245|175|33,600595|0,000000|8,755801|80,000000|71,244199|156,790708|3,050933|2,789445|-0,261487|-7,174149|0,287800|15,391271|
20170204_125901|300272|6012|21,276596|1|CarroTeste2|0|circulo_r68_xc160_yc120|218|155|0|0|33,600595|0,000000|8,755801|80,000000|71,244199|156,790708|3,050933|2,789445|-0,261487|-7,174149|0,287800|15,391271|
20170204_125901|300313|6014|22,727273|1|CarroTeste|1|circulo_r68_xc160_yc120|218|155|246|175|34,409301|0,000000|9,352787|80,000000|70,647213|160,763988|3,141593|2,805619|-0,335973|-9,256654|-1,705647|17,782046|
