TimeStamp|Ticks|FrameNum|FPS|LogaDados|Robo|achou|trajetoria|Xd|Yd|Xa|Ya|DistMelhorPonto|velAtual|velDesejada|erroVel|SaidaControleLinear|angAtual|angDesejado|erroAng|SaidaControleAngular|SinalDeControle1|SinalDeControle2|
20170121_162004|41906|1|0,000001|0||0||0|0|0|0||||||||||||
20170121_162005|42185|2|3,676471|0||0||0|0|0|0||||||||||||
20170121_162005|42323|3|7,246377|0||0||0|0|0|0||||||||||||
20170121_162005|42416|4|10,416667|0||0||0|0|0|0||||||||||||
20170121_162005|42511|5|10,752688|0||0||0|0|0|0||||||||||||
20170121_162005|42604|6|10,526316|0||0||0|0|0|0||||||||||||
20170121_162005|42699|7|10,869565|0||0||0|0|0|0||||||||||||
20170121_162005|42788|8|10,526316|0||0||0|0|0|0||||||||||||
20170121_162005|42852|9|15,625000|0||0||0|0|0|0||||||||||||
20170121_162005|42930|10|12,987013|0||0||0|0|0|0||||||||||||
20170121_162005|43021|11|10,869565|0||0||0|0|0|0||||||||||||
20170121_162005|43116|12|10,416667|0||0||0|0|0|0||||||||||||
20170121_162006|43211|13|10,752688|0||0||0|0|0|0||||||||||||
20170121_162006|43270|14|16,129032|0||0||0|0|0|0||||||||||||
20170121_162006|43350|15|12,987013|0||0||0|0|0|0||||||||||||
20170121_162006|43444|16|10,526316|0||0||0|0|0|0||||||||||||
20170121_162006|43535|17|10,869565|0||0||0|0|0|0||||||||||||
20170121_162006|43629|18|10,638298|0||0||0|0|0|0||||||||||||
20170121_162006|43722|19|10,752688|0||0||0|0|0|0||||||||||||
20170121_162006|43815|20|10,638298|0||0||0|0|0|0||||||||||||
20170121_162006|43919|21|10,416667|0||0||0|0|0|0||||||||||||
20170121_162006|44005|22|10,638298|0||0||0|0|0|0||||||||||||
20170121_162006|44097|23|10,989011|0||0||0|0|0|0||||||||||||
20170121_162007|44194|24|10,526316|0||0||0|0|0|0||||||||||||
20170121_162007|44300|25|9,900990|0||0||0|0|0|0||||||||||||
20170121_162007|44384|26|11,363636|0||0||0|0|0|0||||||||||||
20170121_162007|44460|27|14,285714|0||0||0|0|0|0||||||||||||
20170121_162007|44572|28|8,264463|0||0||0|0|0|0||||||||||||
20170121_162007|44661|29|11,363636|0||0||0|0|0|0||||||||||||
20170121_162007|44756|30|10,638298|0||0||0|0|0|0||||||||||||
20170121_162007|44848|31|10,752688|0||0||0|0|0|0||||||||||||
20170121_162007|44946|32|10,309278|0||0||0|0|0|0||||||||||||
20170121_162007|45044|33|10,869565|0||0||0|0|0|0||||||||||||
20170121_162007|45136|34|10,416667|0||0||0|0|0|0||||||||||||
20170121_162008|45227|35|10,869565|0||0||0|0|0|0||||||||||||
20170121_162008|45322|36|10,638298|0||0||0|0|0|0||||||||||||
20170121_162008|45415|37|10,869565|0||0||0|0|0|0||||||||||||
20170121_162008|45508|38|10,638298|0||0||0|0|0|0||||||||||||
20170121_162008|45602|39|10,638298|0||0||0|0|0|0||||||||||||
20170121_162008|45693|40|10,752688|0||0||0|0|0|0||||||||||||
20170121_162008|45792|41|10,526316|0||0||0|0|0|0||||||||||||
20170121_162008|45886|42|10,638298|0||0||0|0|0|0||||||||||||
20170121_162008|45978|43|10,869565|0||0||0|0|0|0||||||||||||
20170121_162008|46068|44|10,638298|0||0||0|0|0|0||||||||||||
20170121_162009|46168|45|10,204082|0||0||0|0|0|0||||||||||||
20170121_162009|46257|46|11,111111|0||0||0|0|0|0||||||||||||
20170121_162009|46349|47|10,638298|0||0||0|0|0|0||||||||||||
20170121_162009|46445|48|10,638298|0||0||0|0|0|0||||||||||||
20170121_162009|46540|49|10,526316|0||0||0|0|0|0||||||||||||
20170121_162009|46635|50|10,638298|0||0||0|0|0|0||||||||||||
20170121_162009|46727|51|10,989011|0||0||0|0|0|0||||||||||||
20170121_162009|46819|52|10,638298|0||0||0|0|0|0||||||||||||
20170121_162009|46883|53|15,873016|0||0||0|0|0|0||||||||||||
20170121_162009|46963|54|12,500000|0||0||0|0|0|0||||||||||||
20170121_162009|47057|55|10,752688|0||0||0|0|0|0||||||||||||
20170121_162009|47149|56|10,638298|0||0||0|0|0|0||||||||||||
20170121_162017|54558|57|10,638298|0|CarroTeste|1|circulo_r120_xc320_yc240|261|345|232|388|51,865210|0,000287|50,000000|49,999713|170,947377|2,677945|-7,261966|2,626460|14,927917|24,260966|-7,166228|
20170121_162017|54699|58|0,134174|0|CarroTeste|1|circulo_r120_xc320_yc240|261|345|232|388|51,865210|0,000000|50,000000|50,000000|175,028205|2,677945|-7,261966|2,626460|15,058839|24,602820|-7,099999|
20170121_162017|54903|59|10,638298|0|CarroTeste|0|circulo_r120_xc320_yc240|0|0|232|388||||||||||||
20170121_162017|54979|60|5,434783|0|CarroTeste|1|circulo_r120_xc320_yc240|261|345|232|388|51,865210|0,000000|50,000000|50,000000|179,670045|2,677945|-7,261966|2,626460|15,281719|25,069522|-7,102517|
20170121_162017|55076|61|10,309278|0|CarroTeste|1|circulo_r120_xc320_yc240|261|345|232|388|51,865210|0,000000|50,000000|50,000000|184,471928|2,677945|-7,261966|2,626460|15,532018|25,573090|-7,125897|
20170121_162018|55167|62|10,869565|0|CarroTeste|1|circulo_r120_xc320_yc240|261|345|232|388|51,865210|0,000000|50,000000|50,000000|189,293505|2,677945|-7,261966|2,626460|15,785981|26,081497|-7,152147|
20170121_162018|55262|63|10,638298|0|CarroTeste|1|circulo_r120_xc320_yc240|261|345|232|388|51,865210|0,000000|50,000000|50,000000|194,120363|2,677945|-7,261966|2,626460|16,041471|26,591777|-7,179741|
20170121_162018|55359|64|10,638298|0|CarroTeste|1|circulo_r120_xc320_yc240|261|345|232|388|51,865210|0,000000|50,000000|50,000000|198,923737|2,677945|-7,261966|2,626460|16,292425|27,096108|-7,203735|
20170121_162018|55462|65|10,416667|0|CarroTeste|1|circulo_r120_xc320_yc240|261|345|232|388|51,865210|0,000000|50,000000|50,000000|203,738230|2,677945|-7,261966|2,626460|16,545327|27,603045|-7,229222|
20170121_162018|55589|66|7,246377|0|CarroTeste|1|circulo_r120_xc320_yc240|261|345|232|388|51,865210|0,000000|50,000000|50,000000|208,433288|2,677945|-7,261966|2,626460|16,770599|28,074926|-7,231598|
20170121_162018|55686|67|10,526316|0|CarroTeste|1|circulo_r120_xc320_yc240|261|345|232|388|51,865210|0,000000|50,000000|50,000000|213,298910|2,677945|-7,261966|2,626460|17,025526|28,586552|-7,256661|
