TimeStamp|Ticks|FrameNum|FPS|LogaDados|Robo|achou|trajetoria|Xd|Yd|Xa|Ya|DistMelhorPonto|velAtual|velAtualDerivSuja|velDesejada|erroVel|SaidaControleLinear|angAtual|angDesejado|erroAng|SaidaControleAngular|SinalDeControle1|SinalDeControle2|
20170204_145150|21613|57|22,000000|1|CarroTeste|1|circulo_r68_xc160_yc120|222|145|195|134|29,154759|0,000000|0,000000|200,000000|200,000000|740,225415|3,522099|1,377259|-2,144840|-54,187276|-20,027968|94,050509|
20170204_145150|21617|57|22,000000|1|CarroTeste2|0|circulo_r68_xc160_yc120|222|145|0|0|29,154759|0,000000|0,000000|200,000000|200,000000|740,225415|3,522099|1,377259|-2,144840|-54,187276|-20,027968|94,050509|
20170204_145150|21654|59|25,000000|1|CarroTeste|1|circulo_r68_xc160_yc120|222|145|196|134|28,231188|0,000000|24,390244|200,000000|175,609756|673,671435|3,463343|1,395730|-2,067613|-52,383581|-21,457040|88,824184|
20170204_145150|21657|59|25,000000|1|CarroTeste2|0|circulo_r68_xc160_yc120|222|145|0|0|28,231188|0,000000|24,390244|200,000000|175,609756|673,671435|3,463343|1,395730|-2,067613|-52,383581|-21,457040|88,824184|
20170204_145150|21701|61|21,739130|1|CarroTeste|1|circulo_r68_xc160_yc120|222|145|195|134|29,154759|0,000000|20,833333|200,000000|179,166667|677,947680|3,522099|1,377259|-2,144840|-54,363120|-23,326954|91,121722|
20170204_145150|21705|61|21,739130|1|CarroTeste2|0|circulo_r68_xc160_yc120|222|145|0|0|29,154759|0,000000|20,833333|200,000000|179,166667|677,947680|3,522099|1,377259|-2,144840|-54,363120|-23,326954|91,121722|
20170204_145151|21748|63|21,276596|1|CarroTeste|1|circulo_r68_xc160_yc120|222|145|195|134|29,154759|0,000000|0,000000|200,000000|200,000000|760,606865|3,522099|1,377259|-2,144840|-54,454134|-19,289799|95,350485|
20170204_145151|21753|63|21,276596|1|CarroTeste2|0|circulo_r68_xc160_yc120|222|145|0|0|29,154759|0,000000|0,000000|200,000000|200,000000|760,606865|3,522099|1,377259|-2,144840|-54,454134|-19,289799|95,350485|
20170204_145151|21795|65|22,727273|1|CarroTeste|1|circulo_r68_xc160_yc120|222|145|195|134|29,154759|0,000000|0,000000|200,000000|200,000000|777,997152|3,407845|1,377259|-2,030586|-51,692035|-15,512811|93,312527|
20170204_145151|21799|65|22,727273|1|CarroTeste2|0|circulo_r68_xc160_yc120|222|145|0|0|29,154759|0,000000|0,000000|200,000000|200,000000|777,997152|3,407845|1,377259|-2,030586|-51,692035|-15,512811|93,312527|
