TimeStamp|Ticks|FrameNum|FPS|LogaDados|Robo|achou|trajetoria|Xd|Yd|Xa|Ya|DistMelhorPonto|velAtual|velDesejada|erroVel|SaidaControleLinear|angAtual|angDesejado|erroAng|SaidaControleAngular|SinalDeControle1|SinalDeControle2|
20170121_165532|24599|1|0,000001|0||0||0|0|0|0||||||||||||
20170121_165532|24833|2|4,291845|0||0||0|0|0|0||||||||||||
20170121_165533|24929|3|10,416667|0||0||0|0|0|0||||||||||||
20170121_165533|25022|4|10,638298|0||0||0|0|0|0||||||||||||
20170121_165533|25115|5|10,752688|0||0||0|0|0|0||||||||||||
20170121_165533|25208|6|10,638298|0||0||0|0|0|0||||||||||||
20170121_165533|25301|7|10,752688|0||0||0|0|0|0||||||||||||
20170121_165533|25393|8|10,752688|0||0||0|0|0|0||||||||||||
20170121_165533|25490|9|10,416667|0||0||0|0|0|0||||||||||||
20170121_165533|25630|10|7,194245|0||0||0|0|0|0||||||||||||
20170121_165533|25761|11|7,936508|0||0||0|0|0|0||||||||||||
20170121_165533|25866|12|8,849558|0||0||0|0|0|0||||||||||||
20170121_165533|25921|13|18,518519|0||0||0|0|0|0||||||||||||
20170121_165534|26003|14|12,195122|0||0||0|0|0|0||||||||||||
20170121_165534|26097|15|10,638298|0||0||0|0|0|0||||||||||||
20170121_165534|26191|16|10,752688|0||0||0|0|0|0||||||||||||
20170121_165534|26284|17|10,638298|0||0||0|0|0|0||||||||||||
20170121_165534|26379|18|10,638298|0||0||0|0|0|0||||||||||||
20170121_165534|26472|19|10,638298|0||0||0|0|0|0||||||||||||
20170121_165534|26567|20|10,638298|0||0||0|0|0|0||||||||||||
20170121_165534|26658|21|10,869565|0||0||0|0|0|0||||||||||||
20170121_165534|26760|22|10,204082|0||0||0|0|0|0||||||||||||
20170121_165534|26851|23|11,111111|0||0||0|0|0|0||||||||||||
20170121_165535|26947|24|10,416667|0||0||0|0|0|0||||||||||||
20170121_165535|27038|25|10,869565|0||0||0|0|0|0||||||||||||
20170121_165535|27130|26|10,638298|0||0||0|0|0|0||||||||||||
20170121_165535|27226|27|10,638298|0||0||0|0|0|0||||||||||||
20170121_165535|27320|28|10,752688|0||0||0|0|0|0||||||||||||
20170121_165535|27412|29|10,638298|0||0||0|0|0|0||||||||||||
20170121_165535|27507|30|10,638298|0||0||0|0|0|0||||||||||||
20170121_165535|27601|31|10,638298|0||0||0|0|0|0||||||||||||
20170121_165535|27695|32|10,638298|0||0||0|0|0|0||||||||||||
20170121_165535|27787|33|10,869565|0||0||0|0|0|0||||||||||||
20170121_165535|27882|34|10,638298|0||0||0|0|0|0||||||||||||
20170121_165536|27977|35|10,416667|0||0||0|0|0|0||||||||||||
20170121_165536|28071|36|10,752688|0||0||0|0|0|0||||||||||||
20170121_165536|28162|37|10,638298|0||0||0|0|0|0||||||||||||
20170121_165536|28258|38|10,526316|0||0||0|0|0|0||||||||||||
20170121_165536|28327|39|15,625000|0||0||0|0|0|0||||||||||||
20170121_165536|28404|40|13,157895|0||0||0|0|0|0||||||||||||
20170121_165536|28491|41|10,869565|0||0||0|0|0|0||||||||||||
20170121_165536|28586|42|10,638298|0||0||0|0|0|0||||||||||||
20170121_165536|28687|43|10,638298|0||0||0|0|0|0||||||||||||
20170121_165536|28778|44|10,638298|0||0||0|0|0|0||||||||||||
20170121_165536|28874|45|10,752688|0||0||0|0|0|0||||||||||||
20170121_165537|28961|46|10,638298|0||0||0|0|0|0||||||||||||
20170121_165537|29056|47|10,638298|0||0||0|0|0|0||||||||||||
20170121_165537|29150|48|10,638298|0||0||0|0|0|0||||||||||||
20170121_165537|29249|49|10,526316|0||0||0|0|0|0||||||||||||
20170121_165537|29336|50|10,989011|0||0||0|0|0|0||||||||||||
20170121_165539|31452|51|10,638298|0|CarroTeste|1|circulo_r120_xc320_yc240|204|205|176|199|28,635642|0,000157|50,000000|49,999843|170,896576|-1,784857|-5,568788|2,499254|14,194056|23,485940|-6,396283|
20170121_165539|31541|52|0,474383|0|CarroTeste|1|circulo_r120_xc320_yc240|204|205|176|199|28,635642|0,000000|50,000000|50,000000|175,124548|-1,784857|-5,568788|2,499254|14,347077|23,858414|-6,345959|
20170121_165539|31639|53|10,204082|0|CarroTeste|1|circulo_r120_xc320_yc240|204|205|176|199|28,635642|0,000000|50,000000|50,000000|179,851762|-1,784857|-5,568788|2,499254|14,583367|24,343501|-6,358325|
20170121_165539|31729|54|10,989011|0|CarroTeste|1|circulo_r120_xc320_yc240|204|205|176|199|28,635642|0,000000|50,000000|50,000000|184,574866|-1,843805|-5,568788|2,558202|15,151738|25,177941|-6,720455|
20170121_165539|31825|55|10,638298|0|CarroTeste|1|circulo_r120_xc320_yc240|204|205|175|199|29,614186|10,638298|50,000000|39,361702|153,024927|-1,815775|-5,607930|2,491030|15,015878|23,457434|-8,154942|
20170121_165539|31918|56|10,638298|0|CarroTeste|1|circulo_r120_xc320_yc240|204|205|176|199|28,635642|10,526316|50,000000|39,473684|157,121038|-1,784857|-5,568788|2,499254|15,296091|23,957201|-8,245097|
20170121_165540|32013|57|10,638298|0|CarroTeste|1|circulo_r120_xc320_yc240|204|205|176|199|28,635642|0,000000|50,000000|50,000000|196,757322|-1,784857|-5,568788|2,499254|15,532476|26,187842|-6,512109|
20170121_165540|32109|58|10,638298|0|CarroTeste|1|circulo_r120_xc320_yc240|204|205|176|199|28,635642|0,000000|50,000000|50,000000|201,486436|-1,784857|-5,568788|2,499254|15,768862|26,673124|-6,524480|
20170121_165540|32199|59|10,752688|0|CarroTeste|1|circulo_r120_xc320_yc240|204|205|176|199|28,635642|0,000000|50,000000|50,000000|206,215551|-1,784857|-5,568788|2,499254|16,005247|27,158406|-6,536851|
20170121_165540|32293|60|10,752688|0|CarroTeste|1|circulo_r120_xc320_yc240|204|205|176|199|28,635642|0,000000|50,000000|50,000000|210,948516|-1,784857|-5,568788|2,499254|16,242466|27,644759|-6,549907|
20170121_165540|32391|61|10,101010|0|CarroTeste|1|circulo_r120_xc320_yc240|204|205|175|199|29,614186|10,416667|50,000000|39,583333|180,132082|-1,815775|-5,607930|2,491030|16,428410|26,299668|-8,286460|
20170121_165540|32483|62|10,869565|0|CarroTeste|1|circulo_r120_xc320_yc240|204|205|176|199|28,635642|10,869565|50,000000|39,130435|182,342286|-1,784857|-5,568788|2,499254|16,712450|26,709167|-8,474938|
20170121_165540|32576|63|10,752688|0|CarroTeste|1|circulo_r120_xc320_yc240|204|205|176|199|28,635642|0,000000|50,000000|50,000000|223,121460|-1,784857|-5,568788|2,499254|16,949807|28,997975|-6,685829|
20170121_165540|32670|64|10,869565|0|CarroTeste|1|circulo_r120_xc320_yc240|204|205|176|199|28,635642|0,000000|50,000000|50,000000|227,851689|-1,784857|-5,568788|2,499254|17,186248|29,483372|-6,698203|
20170121_165540|32764|65|10,526316|0|CarroTeste|1|circulo_r120_xc320_yc240|204|205|176|199|28,635642|0,000000|50,000000|50,000000|232,578153|-1,784857|-5,568788|2,499254|17,421873|29,967721|-6,709906|
20170121_165540|32857|66|10,638298|0|CarroTeste|1|circulo_r120_xc320_yc240|204|205|176|199|28,635642|0,000000|50,000000|50,000000|237,317454|-1,837048|-5,568788|2,551445|17,954818|30,765682|-7,033936|
20170121_165541|32948|67|10,869565|0|CarroTeste|1|circulo_r120_xc320_yc240|204|205|176|199|28,635642|0,000000|50,000000|50,000000|242,050035|-1,815775|-5,568788|2,530172|18,076813|31,130726|-6,925723|
20170121_165541|33043|68|10,638298|0|CarroTeste|1|circulo_r120_xc320_yc240|204|205|176|199|28,635642|0,000000|50,000000|50,000000|246,776996|-1,784857|-5,568788|2,499254|18,141360|31,435019|-6,757319|
20170121_165541|33137|69|10,526316|0|CarroTeste|1|circulo_r120_xc320_yc240|204|205|176|199|28,635642|0,000000|50,000000|50,000000|251,503957|-1,784857|-5,568788|2,499254|18,377638|31,920080|-6,769684|
20170121_165541|33231|70|10,752688|0|CarroTeste|1|circulo_r120_xc320_yc240|204|205|176|199|28,635642|0,000000|50,000000|50,000000|256,067937|-1,784857|-5,568788|2,499254|18,578444|32,359654|-6,752860|
20170121_165541|33328|71|10,638298|0|CarroTeste|1|circulo_r120_xc320_yc240|204|205|176|199|28,635642|0,000000|50,000000|50,000000|260,782753|-1,784857|-5,568788|2,499254|18,799984|32,828594|-6,750319|
20170121_165541|33418|72|10,752688|0|CarroTeste|1|circulo_r120_xc320_yc240|204|205|176|199|28,635642|0,000000|50,000000|50,000000|265,614875|-1,837048|-5,568788|2,551445|19,334547|33,632899|-7,071412|
20170121_165541|33513|73|10,752688|0|CarroTeste|1|circulo_r120_xc320_yc240|204|205|176|199|28,635642|0,000000|50,000000|50,000000|270,456391|-1,837048|-5,568788|2,551445|19,582260|34,135725|-7,090086|
20170121_165541|33605|74|10,638298|0|CarroTeste|1|circulo_r120_xc320_yc240|204|205|176|199|28,635642|0,000000|50,000000|50,000000|275,292406|-1,784857|-5,568788|2,499254|19,535333|34,328129|-6,798889|
20170121_165541|33701|75|10,416667|0|CarroTeste|1|circulo_r120_xc320_yc240|204|205|176|199|28,635642|0,000000|50,000000|50,000000|280,121109|-1,837048|-5,568788|2,551445|20,069123|35,131448|-7,119337|
20170121_165541|33796|76|10,752688|0|CarroTeste|1|circulo_r120_xc320_yc240|204|205|176|199|28,635642|0,000000|50,000000|50,000000|284,960470|-1,784857|-5,568788|2,499254|20,022401|35,324235|-6,828188|
20170121_165541|33887|77|10,752688|0|CarroTeste|1|circulo_r120_xc320_yc240|204|205|176|199|28,635642|0,000000|50,000000|50,000000|289,803605|-1,784857|-5,568788|2,499254|20,265127|35,821893|-6,841532|
20170121_165542|33986|78|10,416667|0|CarroTeste|1|circulo_r120_xc320_yc240|204|205|176|199|28,635642|0,000000|50,000000|50,000000|294,633929|-1,784857|-5,568788|2,499254|20,505328|36,316253|-6,852860|
20170121_165542|34074|79|10,869565|0|CarroTeste|1|circulo_r120_xc320_yc240|204|205|176|199|28,635642|0,000000|50,000000|50,000000|299,482539|-1,784857|-5,568788|2,499254|20,748983|36,815162|-6,866908|
20170121_165542|34166|80|10,752688|0|CarroTeste|1|circulo_r120_xc320_yc240|204|205|176|199|28,635642|0,000000|50,000000|50,000000|304,327498|-1,784857|-5,568788|2,499254|20,992429|37,313669|-6,880919|
20170121_165542|34262|81|10,638298|0|CarroTeste|1|circulo_r120_xc320_yc240|204|205|176|199|28,635642|0,000000|50,000000|50,000000|309,149998|-1,784857|-4,423362|-2,638505|-7,677568|7,375849|23,539151|
20170121_165542|34356|82|10,526316|0|CarroTeste|1|circulo_r120_xc320_yc240|204|205|176|199|28,635642|0,000000|50,000000|50,000000|313,985672|-1,784857|-4,423362|-2,638505|-7,932084|7,349721|24,048846|
20170121_165542|34448|83|10,869565|0|CarroTeste|1|circulo_r120_xc320_yc240|204|205|176|199|28,635642|0,000000|50,000000|50,000000|319,174338|-1,815775|-4,423362|-2,607587|-8,092542|7,440252|24,477182|
20170121_165542|34542|84|10,638298|0|CarroTeste|1|circulo_r120_xc320_yc240|204|205|176|199|28,635642|0,000000|50,000000|50,000000|323,877892|-1,815775|-4,423362|-2,607587|-8,340381|7,414547|24,973243|
