TimeStamp|Ticks|FrameNum|FPS|LogaDados|Robo|achou|trajetoria|Xd|Yd|Xa|Ya|DistMelhorPonto|velAtual|velAtualDerivSuja|velDesejada|erroVel|SaidaControleLinear|angAtual|angDesejado|erroAng|SaidaControleAngular|SinalDeControle1|SinalDeControle2|
20170128_204028|27796|74|0,035993|1|CarroTeste|1|circulo_r68_xc160_yc120|116|68|143|100|41,868843|6,391810|2,584646|60,000000|57,415354|3317,693384|-1,304544|-1,541094|-0,236549|-12,486633|152,740845|179,028494|
20170128_204028|27800|74|0,035993|1|CarroTeste2|0|circulo_r68_xc160_yc120|116|68|0|0|41,868843|6,391810|2,584646|60,000000|57,415354|3317,693384|-1,304544|-1,541094|-0,236549|-12,486633|152,740845|179,028494|
20170128_204028|27849|76|15,873016|1|CarroTeste|1|circulo_r68_xc160_yc120|116|68|143|100|41,868843|0,000000|0,000000|60,000000|60,000000|3427,386792|-1,304544|-1,541094|-0,236549|-12,874380|157,817360|184,921319|
20170128_204028|27853|76|15,873016|1|CarroTeste2|0|circulo_r68_xc160_yc120|116|68|0|0|41,868843|0,000000|0,000000|60,000000|60,000000|3427,386792|-1,304544|-1,541094|-0,236549|-12,874380|157,817360|184,921319|
20170128_204028|27913|78|15,873016|1|CarroTeste|1|circulo_r68_xc160_yc120|116|68|143|100|41,868843|0,000000|0,000000|60,000000|60,000000|3431,166792|-1,190290|-1,541094|-0,350804|-15,933336|154,786407|188,330272|
20170128_204028|27918|78|15,873016|1|CarroTeste2|0|circulo_r68_xc160_yc120|116|68|0|0|41,868843|0,000000|0,000000|60,000000|60,000000|3431,166792|-1,190290|-1,541094|-0,350804|-15,933336|154,786407|188,330272|
20170128_204028|27978|80|15,873016|1|CarroTeste|1|circulo_r68_xc160_yc120|116|68|143|100|41,868843|0,000000|0,000000|60,000000|60,000000|3434,946792|-1,249046|-1,541094|-0,292048|-14,390018|156,599952|186,894727|
20170128_204028|27981|80|15,873016|1|CarroTeste2|0|circulo_r68_xc160_yc120|116|68|0|0|41,868843|0,000000|0,000000|60,000000|60,000000|3434,946792|-1,249046|-1,541094|-0,292048|-14,390018|156,599952|186,894727|
20170128_204028|28058|82|12,658228|1|CarroTeste|1|circulo_r68_xc160_yc120|116|68|143|100|41,868843|0,000000|0,000000|60,000000|60,000000|3433,949387|-1,304544|-1,541094|-0,236549|-12,858168|158,162555|185,232383|
20170128_204028|28062|82|12,658228|1|CarroTeste2|0|circulo_r68_xc160_yc120|116|68|0|0|41,868843|0,000000|0,000000|60,000000|60,000000|3433,949387|-1,304544|-1,541094|-0,236549|-12,858168|158,162555|185,232383|
20170128_204028|28122|84|15,873016|1|CarroTeste|1|circulo_r68_xc160_yc120|116|68|143|100|41,868843|0,000000|0,000000|60,000000|60,000000|3443,466792|-1,190290|-1,541094|-0,350804|-15,992523|155,339105|189,007574|
20170128_204028|28127|84|15,873016|1|CarroTeste2|0|circulo_r68_xc160_yc120|116|68|0|0|41,868843|0,000000|0,000000|60,000000|60,000000|3443,466792|-1,190290|-1,541094|-0,350804|-15,992523|155,339105|189,007574|
20170128_204028|28185|86|15,873016|1|CarroTeste|1|circulo_r68_xc160_yc120|116|68|143|100|41,868843|0,000000|0,000000|60,000000|60,000000|3447,246792|-1,304544|-1,541094|-0,236549|-12,970570|158,709108|186,015572|
20170128_204028|28195|86|15,873016|1|CarroTeste2|0|circulo_r68_xc160_yc120|116|68|0|0|41,868843|0,000000|0,000000|60,000000|60,000000|3447,246792|-1,304544|-1,541094|-0,236549|-12,970570|158,709108|186,015572|
20170128_204028|28250|88|15,873016|1|CarroTeste|1|circulo_r68_xc160_yc120|116|68|143|100|41,868843|0,000000|0,000000|60,000000|60,000000|3451,026792|-1,304544|-1,541094|-0,236549|-12,985473|158,882421|186,220259|
20170128_204028|28254|88|15,873016|1|CarroTeste2|0|circulo_r68_xc160_yc120|116|68|0|0|41,868843|0,000000|0,000000|60,000000|60,000000|3451,026792|-1,304544|-1,541094|-0,236549|-12,985473|158,882421|186,220259|
20170128_204028|28313|90|15,625000|1|CarroTeste|1|circulo_r68_xc160_yc120|116|68|143|100|41,868843|0,000000|0,000000|60,000000|60,000000|3454,424553|-1,304544|-1,541094|-0,236549|-12,994800|159,042490|186,399965|
20170128_204029|28319|90|15,625000|1|CarroTeste2|0|circulo_r68_xc160_yc120|116|68|0|0|41,868843|0,000000|0,000000|60,000000|60,000000|3454,424553|-1,304544|-1,541094|-0,236549|-12,994800|159,042490|186,399965|
20170128_204029|28377|92|15,625000|1|CarroTeste|1|circulo_r68_xc160_yc120|116|68|143|100|41,868843|0,000000|0,000000|60,000000|60,000000|3458,264553|-1,144169|-1,541094|-0,396925|-17,279008|154,724798|191,101657|
20170128_204029|28382|92|15,625000|1|CarroTeste2|0|circulo_r68_xc160_yc120|116|68|0|0|41,868843|0,000000|0,000000|60,000000|60,000000|3458,264553|-1,144169|-1,541094|-0,396925|-17,279008|154,724798|191,101657|
20170128_204029|28457|94|12,820513|1|CarroTeste|1|circulo_r68_xc160_yc120|116|68|143|100|41,868843|0,000000|0,000000|60,000000|60,000000|3457,939281|-1,190290|-1,541094|-0,350804|-15,984066|156,071631|189,722297|
20170128_204029|28462|94|12,820513|1|CarroTeste2|0|circulo_r68_xc160_yc120|116|68|0|0|41,868843|0,000000|0,000000|60,000000|60,000000|3457,939281|-1,190290|-1,541094|-0,350804|-15,984066|156,071631|189,722297|
20170128_204029|28522|96|15,873016|1|CarroTeste|1|circulo_r68_xc160_yc120|116|68|143|100|41,868843|0,000000|0,000000|60,000000|60,000000|3467,166792|-1,144169|-1,541094|-0,396925|-17,341129|155,104520|191,612159|
20170128_204029|28527|96|15,873016|1|CarroTeste2|0|circulo_r68_xc160_yc120|116|68|0|0|41,868843|0,000000|0,000000|60,000000|60,000000|3467,166792|-1,144169|-1,541094|-0,396925|-17,341129|155,104520|191,612159|
20170128_204029|28586|98|15,625000|1|CarroTeste|1|circulo_r68_xc160_yc120|116|68|143|100|41,868843|0,000000|0,000000|60,000000|60,000000|3470,564553|-1,190290|-1,541094|-0,350804|-16,129072|156,550257|190,506198|
20170128_204029|28592|98|15,625000|1|CarroTeste2|0|circulo_r68_xc160_yc120|116|68|0|0|41,868843|0,000000|0,000000|60,000000|60,000000|3470,564553|-1,190290|-1,541094|-0,350804|-16,129072|156,550257|190,506198|
20170128_204029|28650|100|16,129032|1|CarroTeste|1|circulo_r68_xc160_yc120|116|68|143|100|41,868843|0,000000|0,000000|60,000000|60,000000|3475,183230|-1,190290|-1,541094|-0,350804|-16,168336|156,739860|190,778463|
20170128_204029|28655|100|16,129032|1|CarroTeste2|0|circulo_r68_xc160_yc120|116|68|0|0|41,868843|0,000000|0,000000|60,000000|60,000000|3475,183230|-1,190290|-1,541094|-0,350804|-16,168336|156,739860|190,778463|
20170128_204029|28713|102|15,873016|1|CarroTeste|1|circulo_r68_xc160_yc120|116|68|143|100|41,868843|0,000000|0,000000|60,000000|60,000000|3478,506792|-1,190290|-1,541094|-0,350804|-16,181541|156,892138|190,958541|
20170128_204029|28718|102|15,873016|1|CarroTeste2|0|circulo_r68_xc160_yc120|116|68|0|0|41,868843|0,000000|0,000000|60,000000|60,000000|3478,506792|-1,190290|-1,541094|-0,350804|-16,181541|156,892138|190,958541|
20170128_204029|28778|104|15,625000|1|CarroTeste|1|circulo_r68_xc160_yc120|116|68|143|100|41,868843|0,000000|0,000000|60,000000|60,000000|3481,904553|-1,304544|-1,541094|-0,236549|-13,154014|160,248897|187,941558|
