9.80936,9.67559,0,0,0,0
-47.6368,-46.0508,-11.228,-0.404209,-0.048505,0.127614
-47.6368,-44.987,1.46958,-0.360924,-0.0762962,-0.0171806
-47.6368,-43.9478,14.7308,-0.0123053,-0.0772437,-0.175582
-47.6368,-42.8271,26.2065,0.656275,-0.0214603,-0.320419
-48.825,-40.3181,39.9265,3.95497,1.08593,-0.517427
-57.2923,-47.6584,43.3244,4.86441,1.46049,-0.474523
-60.3466,-49.5412,36.3687,5.59216,1.89109,-0.382488
-64.8011,-52.6189,25.754,6.10628,2.41012,-0.253862
-64.8011,-51.2771,9.35507,6.18913,2.9362,-0.0925899
-59.132,-44.2535,-8.67432,5.74768,3.50522,0.106138
-50.5834,-34.7837,-16.9865,5.16114,3.94907,0.259647
-29.1916,-13.0183,-10.0308,4.73729,4.38964,0.407829
-18.3402,-2.10635,-2.0105,4.54902,4.8127,0.504583
-0.187399,15.618,15.6165,4.84452,5.24386,0.528793
3.59542,18.8537,17.5122,5.20175,5.73283,0.492077
6.95383,21.639,16.5512,5.49457,6.20536,0.406694
8.70089,22.8459,12.3865,5.65377,6.6407,0.290524
8.70089,22.3181,6.22656,5.667,7.07706,0.153156
8.70089,21.7892,-0.492818,5.52102,7.51322,-0.00432929
8.70089,21.1878,-7.94807,5.14927,7.98695,-0.188428
8.70089,20.5713,-14.082,4.58964,8.43215,-0.349996
8.70089,19.9973,-17.8291,3.96416,8.80082,-0.458027
9.07853,19.8126,-19.6716,3.31181,9.1055,-0.510767
9.36832,19.5717,-19.0676,2.72099,9.34495,-0.500768
9.62648,19.2766,-16.1843,2.19354,9.54895,-0.430055
9.99504,19.1914,-12.233,1.86028,9.69219,-0.324062
9.80134,18.5588,-7.17749,1.65151,9.81936,-0.192679
9.37476,17.6916,-1.55423,1.57361,9.94682,-0.036052
8.38225,16.2582,3.74573,1.63095,10.0903,0.130722
6.75584,14.2236,7.92078,1.80644,10.2583,0.301838
5.93368,13.0235,10.7253,2.05795,10.4518,0.441652
4.49248,11.2627,10.8503,2.30062,10.6634,0.515092
3.59691,10.0841,10.0525,2.51225,10.8921,0.532851
2.81219,9.0399,8.1747,2.67023,11.1404,0.484626
1.19656,7.20376,4.90485,2.7366,11.4113,0.367916
0.12952,5.9784,2.46362,2.72955,11.6461,0.227414
-0.317191,5.37901,0.418663,2.66577,11.8913,0.0526444
-1.76975,3.81454,-1.05501,2.55973,12.1345,-0.132681
-2.86879,2.63893,-1.57251,2.4432,12.3641,-0.299642
-4.08094,1.39382,-1.11619,2.36098,12.5459,-0.40676
-4.76955,0.688917,-0.64671,2.2915,12.7224,-0.478798
-4.76955,0.67197,-0.671638,2.21861,12.9043,-0.510436
-4.76955,0.654431,-0.626579,2.14435,13.0909,-0.488224
-4.76955,0.639314,-0.528312,2.08261,13.2512,-0.419437
-4.76955,0.624546,-0.380925,2.0257,13.4072,-0.305948
-5.34764,0.0453855,-0.0168665,1.97852,13.5596,-0.181024
-5.9795,-0.57011,0.0150431,1.92374,13.7385,-7.73797e-005
-10.0623,-4.51615,-1.50306,1.82299,13.9171,0.188181
-12.8755,-7.13803,-4.43845,1.65957,14.0615,0.339637
-16.6061,-10.5523,-9.24065,1.34237,14.1917,0.472707
-25.8118,-19.2187,-18.922,0.789153,14.2635,0.52978
-31.3501,-24.0588,-23.6097,0.101106,14.273,0.528098
-40.9657,-32.8157,-28.515,-0.628604,14.2196,0.469197
-43.5923,-34.411,-21.7338,-1.24277,14.099,0.344802
-45.2713,-35.0939,-11.4718,-1.52509,13.9587,0.185117
-45.2713,-34.1674,0.085872,-1.48256,13.8283,0.0125123
-42.4585,-30.6302,8.61946,-1.2492,13.7321,-0.133611
-39.8323,-27.3572,14.9766,-0.874385,13.6648,-0.272977
-35.0804,-22.0696,17.128,-0.447729,13.6294,-0.392731
-24.3827,-11.0614,10.4717,-0.149628,13.6158,-0.482072
-19.3105,-5.82386,5.82237,0.0151991,13.6172,-0.509848
-10.5921,2.80938,-2.5962,-0.061576,13.6111,-0.470257
-8.4288,4.83547,-3.52491,-0.157164,13.5967,-0.36809
-8.07784,5.04795,-2.35367,-0.215811,13.5775,-0.230557
-8.4288,4.56595,-0.509595,-0.224007,13.5566,-0.044881
-10.0623,2.84971,0.642596,-0.199569,13.5379,0.131607
-15.7889,-2.7983,-1.51126,-0.235378,13.5165,0.296293
-18.337,-5.19728,-4.2314,-0.346867,13.4842,0.439775
-22.1719,-8.76928,-8.43629,-0.582269,13.4277,0.517144
-27.3156,-13.529,-13.488,-0.938468,13.3414,0.535352
-29.7662,-15.5578,-14.247,-1.28981,13.2279,0.492712
-31.8276,-17.1328,-12.3708,-1.59565,13.0811,0.391146
-31.8276,-16.6548,-7.05338,-1.74792,12.9185,0.234665
-31.8276,-16.1852,-0.853836,-1.7227,12.7566,0.0403786
-27.3156,-11.344,2.91769,-1.59185,12.607,-0.122063
-23.0611,-6.89175,3.99461,-1.43598,12.4734,-0.291016
-15.015,1.12249,-0.929975,-1.42202,12.3426,-0.421454
-11.1288,4.86594,-4.7176,-1.51594,12.1986,-0.495438
-7.46475,8.29972,-8.25242,-1.69783,12.0458,-0.508569
-2.15363,13.2311,-11.7814,-1.97916,11.8617,-0.454369
-0.582732,14.389,-9.98099,-2.20241,11.6569,-0.351539
1.19656,15.7075,-6.07477,-2.31277,11.4372,-0.191061
1.19656,15.2787,-0.882698,-2.27373,11.2303,-0.0190197
1.19656,14.8478,4.71227,-2.07673,11.035,0.17721
0.84444,14.0739,8.98466,-1.75484,10.8648,0.345126
0.443155,13.3158,11.5038,-1.40879,10.7423,0.463091
-0.317191,12.1298,12.036,-0.95301,10.6346,0.530187
-0.582732,11.5902,11.4311,-0.666937,10.5832,0.526995
-1.37006,10.5209,9.2259,-0.408734,10.5477,0.469697
-1.37006,10.2211,6.70131,-0.206098,10.5281,0.353819
-1.37006,9.90216,2.96511,-0.107157,10.5169,0.167304
-1.06115,9.95681,-0.0125121,-0.1048,10.5082,0.00985025
-0.317191,10.4086,-3.5504,-0.198865,10.4901,-0.16811
-0.317191,10.1307,-6.45757,-0.365972,10.4576,-0.323297
2.32896,12.4166,-10.766,-0.659254,10.3956,-0.443602
3.59691,13.3109,-13.1255,-0.999582,10.3046,-0.505998
5.93368,15.2111,-14.9123,-1.38775,10.1756,-0.503137
6.91986,15.7454,-13.5527,-1.72715,10.0149,-0.440669
7.88292,16.2473,-10.1983,-1.96095,9.83454,-0.318824
8.05045,15.9519,-4.96753,-2.04574,9.64224,-0.15341
8.05045,15.5165,0.350944,-1.98031,9.46203,0.0213045
8.05045,14.7624,8.95975,-1.44862,9.22735,0.327016
7.88292,14.2577,11.5662,-1.14798,9.13896,0.433896
7.88292,13.8898,13.2367,-0.776854,9.07215,0.508051
7.88292,13.4815,13.4419,-0.358823,9.03698,0.531098
7.88292,13.1337,12.1117,-0.0370837,9.03379,0.49189
8.05045,12.9101,9.26546,0.236411,9.05696,0.384838
7.88292,12.3794,5.12974,0.375871,9.09267,0.226059
7.88292,12.0526,1.10409,0.395096,9.12744,0.0570922
7.88292,11.7163,-3.12712,0.296826,9.15504,-0.130595
7.88292,11.3965,-6.66388,0.106799,9.16476,-0.297
8.05045,11.2587,-9.19911,-0.138877,9.15254,-0.418661
8.05045,10.9345,-10.5978,-0.440093,9.11029,-0.498364
8.67454,11.2534,-11.1908,-0.723912,9.04659,-0.511638
9.23067,11.4942,-10.4126,-0.982599,8.95914,-0.465366
9.51836,11.4497,-7.95246,-1.17915,8.8483,-0.354821
9.86613,11.4577,-4.5636,-1.27662,8.72574,-0.199824
9.86613,11.1346,-0.489566,-1.25443,8.60782,-0.0144138
9.93131,10.8839,3.36332,-1.12421,8.50215,0.170303
9.88124,10.5316,6.58996,-0.90898,8.41761,0.336051
9.86613,10.2515,8.58589,-0.66971,8.36136,0.44689
9.80134,9.88107,9.69662,-0.35872,8.32549,0.52215
9.72151,9.52779,9.41604,-0.0860042,8.31749,0.525775
9.62684,9.19541,8.16678,0.121966,8.32773,0.473355
9.37476,8.69649,5.80825,0.278907,8.35339,0.358057
9.37476,8.45386,3.17125,0.359604,8.38684,0.204801
9.37476,8.22561,0.310025,0.358265,8.41908,0.0281536
9.37476,7.99364,-2.632,0.27394,8.44483,-0.163956
9.3978,7.80023,-4.89614,0.134347,8.45692,-0.320202
