58.1397,-58.1397,55.2327,0,-0.0656243,-1.44644,113,139,-0.24,-5.7947,86.24,-26.76,
43.4562,-43.4562,41.2834,0,-0.414357,-1.44644,113,139,-0.1776,-4.28138,66.3185,-46.6815,
31.5924,-31.5924,30.0128,0,-0.575497,-1.32582,114,140,-0.1485,-3.57726,61.2986,-52.7014,
-13.1873,13.1873,-12.528,0,-0.67197,-0.358771,112,140,-0.1197,-2.88141,60.0665,-51.9335,
-28.4681,28.4681,-27.0447,0,-0.734873,-0.0587558,112,141,-0.0918,-2.20826,62.5732,-49.4268,
-42.4505,42.4505,-40.328,0,-0.763222,0.244979,112,141,-0.0642,-1.54328,68.3385,-43.6615,
-44.1887,44.1887,-41.9793,0,-0.763431,0.286051,112,140,-0.0354,-0.850352,77.0903,-34.9097,
-33.2033,33.2033,-31.5431,0,-0.729822,0.0587558,113,140,-0.0054,-0.129617,87.9658,-25.0342,
-20.449,20.449,-19.4266,0,-0.730643,-0.244979,113,140,0.0183,0.438999,96.8383,-16.1617,
-2.82783,2.82783,-2.68644,0,-0.68741,-0.620249,113,140,0.0468,1.12189,106.644,-6.35641,
8.55296,-8.55296,8.12531,0,-0.672925,-0.876058,113,140,0.075,1.79663,114.271,1.27051,
15.4105,-15.4105,14.64,0,-0.685651,-1.05165,113,139,0.1029,2.46326,118.851,5.85052,
14.2439,-14.2439,13.5317,0,-0.738562,-1.07685,114,139,0.1344,3.21479,119.791,5.79094,
9.05333,-9.05333,8.60066,0,-0.836634,-1.05165,113,139,0.1608,3.84373,117.015,4.01503,
3.49873,-3.49873,3.3238,0,-0.968555,-1.05165,113,139,0.1881,4.49324,111.053,-1.94734,
-4.20888,4.20888,-3.99843,0,-1.13034,-1.03038,113,139,0.2154,5.14186,102.637,-10.3632,
-12.5595,12.5595,-11.9316,0,-1.32867,-1.03038,113,139,0.2454,5.85361,91.7332,-21.2668,
-23.4437,23.4437,-22.2715,0,-1.50733,-0.950547,113,139,0.2718,6.47907,81.884,-31.116,
-28.0016,28.0016,-26.6015,0,-1.69542,-1.03038,113,139,0.3021,7.19592,71.7322,-41.2678,
-33.8153,33.8153,-32.1245,0,-1.83349,-1.03038,113,139,0.3288,7.82669,64.9154,-48.0846,
-38.0562,38.0562,-36.1534,0,-1.93421,-1.03038,113,139,0.357,8.49198,60.7642,-52.2358,
-27.604,27.604,-26.2238,0,-1.98141,-1.32582,114,139,0.3852,9.15634,60.2461,-53.7539,
-13.9857,13.9857,-13.2864,0,-1.96171,-1.62955,113,138,0.417,9.90439,64.0823,-48.9177,
1.42866,-1.42866,1.35723,0,-1.89564,-1.92957,113,138,0.444,10.5386,70.5883,-42.4117,
