-40.8841,40.8841,-38.8399,0,0.348917,1.21203,227,117,5.4969,270,109.991,-117.009,
-37.9028,37.9028,-36.0077,0,0.333999,1.13417,228,117,5.5308,270,109.163,-118.837,
-42.2844,42.2844,-40.1702,0,0.241498,1.13417,228,117,5.5833,270,104.147,-123.853,
-18.1352,18.1352,-17.2285,0,0.157564,0.54042,228,118,5.6106,270,100.083,-127.917,
-8.95533,8.95533,-8.50756,0,0.0559218,0.244979,229,118,5.6409,270,94.8093,-134.191,
-4.99209,4.99209,-4.74249,0,-0.0466328,0.0587558,229,117,5.6685,270,89.6544,-139.346,
6.40122,-6.40122,6.08116,0,-0.150915,-0.286051,229,118,5.6973,270,84.3056,-144.694,
5.39164,-5.39164,5.12206,0,-0.244947,-0.358771,229,117,5.7261,270,79.3738,-149.626,
0.763129,-0.763129,0.724973,0,-0.34266,-0.358771,229,117,5.7666,270,73.827,-155.173,
-0.456785,0.456785,-0.433946,0,-0.368414,-0.358771,229,117,5.7969,270,71.1675,-157.832,
0.0644969,-0.0644969,0.0612721,0,-0.357409,-0.358771,229,117,5.8503,270,70.2552,-158.745,
5.88484,-5.88484,5.5906,0,-0.234535,-0.358771,229,117,5.8983,270,73.6334,-155.367,
16.1825,-16.1825,15.3734,0,-0.0171397,-0.358771,229,117,5.9361,270,78.6701,-150.33,
27.0755,-27.0755,25.7217,0,0.212824,-0.358771,229,117,5.9772,270,85.7353,-143.265,
38.9176,-38.9176,36.9717,0,0.462823,-0.358771,229,117,6.0201,270,93.7661,-135.234,
41.1129,-41.1129,39.0573,0,0.693267,-0.174672,229,117,6.0612,270,100.907,-128.093,
36.248,-36.248,34.4356,0,0.88959,0.124355,228,117,6.1062,270,106.839,-121.161,
18.8766,-18.8766,17.9328,0,1.01876,0.620249,228,117,6.1494,270,109.736,-118.264,
-1.16358,1.16358,-1.10541,0,1.08258,1.10715,228,117,6.1887,270,109.57,-118.43,
-22.6277,22.6277,-21.4963,0,1.0931,1.5708,227,116,6.2307,270,106.467,-120.533,
-34.3651,34.3651,-32.6469,0,1.06398,1.78947,227,116,6.2724,270,100.865,-126.135,
-30.5102,30.5102,-28.9847,0,1.05105,1.69515,227,116,6.3009,270,96.0188,-130.981,
