180.14,215
181.221,215
181.804,215
182.655,213
183.216,206
183.792,200
184.293,193
132.68,185
132.271,185
131.946,185
131.638,183
131.373,177
131.082,166
130.86,154
130.668,150
130.489,140
130.347,134
130.226,131
130.123,129
130.046,129
130.006,128
130.001,128
130.021,129
130.074,129
130.159,129
130.301,129
130.458,129
130.643,129
130.843,128
131.072,129
131.322,129
131.644,128
132.042,129
132.405,129
132.83,129
133.236,129
133.624,129
134.061,129
134.606,129
135.067,129
135.575,129
136.105,130
136.648,131
137.212,131
137.803,131
138.406,132
139.28,133
139.919,134
140.565,135
141.272,135
141.969,136
142.701,136
143.429,137
144.181,138
144.917,139
145.686,139
146.468,141
147.261,141
148.065,142
148.879,143
149.693,142
150.536,144
151.377,144
152.215,145
153.092,146
153.953,147
154.82,148
155.702,149
156.588,150
157.455,150
158.414,151
159.419,152
160.279,153
161.172,153
162.053,154
162.91,155
163.775,155
164.671,157
165.718,158
166.57,159
167.428,159
168.301,160
169.123,162
169.96,162
170.819,163
171.627,164
172.435,165
173.242,166
174.028,167
174.792,167
175.562,168
176.31,169
177.043,170
177.761,171
178.473,171
179.143,171
179.848,173
180.476,173
181.112,174
181.745,175
182.32,176
182.907,176
183.481,177
184.027,178
184.544,178
185.029,179
185.522,180
185.957,181
186.394,181
186.792,182
187.182,182
187.552,183
187.889,183
188.202,183
188.484,184
188.751,184
188.988,185
189.213,185
189.399,185
189.562,185
189.699,185
189.811,186
189.896,186
189.957,186
189.991,187
189.995,186
189.967,186
189.914,186
189.831,187
189.724,186
189.596,186
189.439,186
189.258,186
189.048,186
188.809,186
188.55,186
188.267,186
187.959,186
187.632,186
187.281,186
186.898,186
186.49,186
186.048,186
185.617,186
185.159,186
184.661,186
184.128,187
183.6,186
183.046,186
182.448,187
181.854,186
181.24,186
180.608,187
179.958,186
179.308,186
178.598,185
177.725,184
176.931,184
176.177,183
175.466,183
174.673,182
173.888,180
173.12,180
172.301,179
171.512,178
170.692,178
169.864,177
169.037,176
168.17,175
167.307,175
166.449,173
165.607,173
164.715,172
163.853,171
162.988,170
162.076,169
161.206,168
159.928,168
159.058,166
158.176,166
157.308,164
156.442,163
155.568,163
154.697,162
153.843,161
152.982,160
152.106,159
151.258,158
150.418,158
149.586,157
148.774,156
147.961,156
147.118,155
146.317,153
145.557,153
144.79,152
144.037,151
143.316,150
142.571,150
141.861,148
141.175,148
140.462,147
139.818,146
139.174,147
138.525,145
137.918,145
137.338,144
136.777,143
136.228,143
135.721,142
135.194,141
134.709,141
134.239,140
133.804,139
133.292,139
132.907,138
132.54,138
132.188,137
131.873,137
131.571,136
131.305,136
131.016,135
130.801,135
130.618,135
130.451,135
130.286,135
130.176,135
130.093,134
130.037,134
130.006,134
130.001,133
130.022,133
130.07,133
130.143,133
130.244,133
130.368,133
130.52,133
130.696,133
130.898,133
131.122,133
131.37,133
131.646,133
131.946,133
132.284,133
132.633,133
133.001,133
133.403,133
133.817,133
134.253,133
134.735,133
135.209,133
135.716,133
136.265,133
136.909,133
137.474,133
138.082,133
138.694,133
139.34,134
139.963,134
140.629,135
141.31,135
142.009,135
142.731,135
143.469,136
144.222,137
144.989,138
145.889,139
146.653,140
147.459,140
148.297,141
149.104,142
149.941,143
150.776,144
151.782,145
152.623,146
153.47,146
154.39,147
155.27,148
156.109,149
156.985,150
157.876,151
158.745,151
159.638,152
160.509,153
161.379,153
162.282,154
163.329,155
164.205,156
165.065,157
165.977,158
166.838,159
167.694,159
168.576,161
169.546,162
170.399,162
171.201,163
172.015,164
172.828,165
173.61,166
174.41,167
175.197,168
175.931,168
176.662,169
177.379,170
178.091,170
