189.762,156,33.7625,42.5721,42.5721
189.872,155,34.8721,43.7791,43.7791
189.953,156,33.9527,42.6248,42.6248
189.994,155,34.9942,43.9264,43.9264
189.993,151,38.9926,48.9207,48.9207
189.962,150,39.9623,50.2114,50.2114
189.892,147,42.8921,53.845,53.845
189.782,145,44.782,56.22,56.22
189.616,141,48.6158,61.0302,61.0302
189.46,137,52.4601,65.8593,65.8593
189.221,133,56.2205,70.5769,70.5769
188.976,129,59.9761,75.2882,75.2882
188.679,125,63.6793,79.9404,79.9404
188.353,121,67.3531,84.5563,84.5563
187.988,115,72.988,91.6262,91.6262
187.597,109,78.5966,98.6715,98.6715
187.143,105,82.1432,103.119,103.119
186.694,98,88.6942,111.353,111.353
186.17,91,95.1703,119.467,119.467
185.558,84,101.558,127.503,127.503
185.085,74,111.085,139.445,139.445
184.447,68,116.447,146.196,146.196
183.849,59,124.849,156.731,156.731
183.147,48,135.147,169.658,169.658
176.243,147,29.2431,36.8735,36.8735
173.018,147,26.0185,32.5629,32.5629
169.607,150,19.6069,24.5386,24.5386
166.006,158,8.00607,10.0198,10.0198
162.335,163,-0.665019,-0.83229,-0.83229
158.617,166,-7.38307,-9.24008,-9.24008
155.467,166,-10.5329,-13.1848,-13.1848
151.844,165,-13.1559,-16.465,-16.465
148.346,165,-16.6544,-20.8435,-20.8435
145.015,163,-17.9848,-22.5083,-22.5083
141.906,161,-19.0939,-23.8965,-23.8965
139.093,157,-17.9071,-22.4113,-22.4113
136.634,154,-17.3657,-21.7338,-21.7338
134.474,155,-20.5259,-25.6887,-25.6887
132.73,154,-21.2703,-26.6203,-26.6203
131.396,154,-22.6042,-28.2898,-28.2898
130.495,153,-22.5054,-28.166,-28.166
130.053,150,-19.9466,-24.9639,-24.9639
130.064,147,-16.9365,-21.1964,-21.1964
130.526,144,-13.4736,-16.8626,-16.8626
131.459,142,-10.541,-13.1923,-13.1923
132.807,140,-7.19277,-9.00195,-9.00195
134.578,139,-4.42233,-5.5347,-5.5347
136.093,139,-2.90653,-3.63937,-3.63937
138.503,139,-0.49651,-0.621396,-0.621396
141.381,139,2.38133,2.98013,2.98013
144.28,139,5.28007,6.60854,6.60854
147.562,139,8.56187,10.7154,10.7154
151.024,139,12.024,15.0484,15.0484
154.256,139,15.2564,19.0963,19.0963
157.751,139,18.7515,23.4695,23.4695
160.995,141,19.9951,25.0293,25.0293
164.294,142,22.2942,27.9055,27.9055
167.421,144,23.4205,29.3173,29.3173
170.791,145,25.7909,32.2799,32.2799
158.523,135,23.5228,29.6605,29.6605
162.252,136,26.2523,32.8553,32.8553
165.903,138,27.9026,34.921,34.921
169.518,145,24.5176,30.6844,30.6844
172.933,153,19.9335,24.9473,24.9473
176.344,159,17.3444,21.7058,21.7058
179.175,165,14.175,17.7415,17.7415
181.866,169,12.8665,16.1026,16.1026
184.045,171,13.0448,16.328,16.328
185.961,174,11.9613,14.9708,14.9708
187.626,175,12.6261,15.8019,15.8019
188.553,177,11.5526,14.4654,14.4654
189.472,179,10.4721,13.1062,13.1062
189.855,180,9.85452,12.3392,12.3392
189.991,182,7.99136,10.0015,10.0015
189.674,183,6.67356,8.35215,8.35215
188.9,184,4.8996,6.13199,6.13199
187.699,184,3.69904,4.62947,4.62947
186.061,184,2.06081,2.57915,2.57915
184.343,184,0.343426,0.429892,0.429892
181.995,184,-2.0049,-2.5092,-2.5092
179.311,184,-4.68911,-5.86855,-5.86855
176.332,184,-7.66821,-9.59697,-9.59697
173.499,184,-10.5013,-13.1454,-13.1454
170.664,184,-13.3358,-16.6936,-16.6936
167.113,183,-15.8867,-19.8826,-19.8826
163.464,182,-18.5357,-23.1979,-23.1979
159.774,179,-19.2262,-24.0622,-24.0622
156.053,175,-18.9469,-23.7125,-23.7125
153.382,170,-16.6179,-20.8078,-20.8078
150.379,167,-16.6212,-20.8066,-20.8066
146.958,163,-16.0422,-20.0772,-20.0772
143.744,159,-15.2558,-19.0932,-19.0932
140.724,155,-14.2762,-17.8671,-17.8671
138.043,152,-13.9566,-17.4671,-17.4671
169.938,147,22.9384,28.9236,28.9236
166.194,147,19.1943,24.0209,24.0209
162.504,149,13.5041,16.9007,16.9007
158.617,155,3.61693,4.52666,4.52666
154.075,159,-4.92479,-6.16186,-6.16186
149.98,159,-9.02013,-11.2872,-11.2872
145.836,159,-13.1643,-16.4723,-16.4723
142.489,159,-16.5113,-20.6628,-20.6628
139.618,158,-18.382,-23.0057,-23.0057
136.841,155,-18.1586,-22.7234,-22.7234
134.654,150,-15.346,-19.2059,-19.2059
133.119,147,-13.8808,-17.3759,-17.3759
132.026,144,-11.9744,-14.9936,-14.9936
130.911,142,-11.0891,-13.8783,-13.8783
130.205,139,-8.79492,-11.0065,-11.0065
130.009,138,-7.99109,-9.99956,-9.99956
130.302,137,-6.69805,-8.38325,-8.38325
131.196,137,-5.80355,-7.26221,-7.26221
132.519,137,-4.48148,-5.60838,-5.60838
134.126,137,-2.87393,-3.59701,-3.59701
154.338,157,-2.66217,-3.3568,-3.3568
157.823,157,0.822907,1.02996,1.02996
161.575,157,4.5751,5.72584,5.72584
165.247,157,8.24698,10.3214,10.3214
168.861,157,11.8608,14.8443,14.8443
172.287,157,15.287,19.132,19.132
175.443,157,18.4429,23.0831,23.0831
178.497,158,20.4972,25.653,25.653
181.404,161,20.4043,25.535,25.535
183.695,165,18.6954,23.3995,23.3995
185.79,170,15.7896,19.761,19.761
187.497,174,13.4966,16.8913,16.8913
188.45,178,10.4502,13.0852,13.0852
189.402,180,9.40241,11.7674,11.7674
189.817,182,7.81675,9.78762,9.78762
189.998,183,6.99758,8.75767,8.75767
189.845,184,5.84511,7.31886,7.31886
189.254,184,5.2543,6.57592,6.57592
188.192,183,5.19178,6.49763,6.49763
186.716,183,3.71649,4.65131,4.65131
184.848,184,0.848384,1.06178,1.06178
182.571,184,-1.42948,-1.78904,-1.78904
179.978,184,-4.02246,-5.03422,-5.03422
177.009,184,-6.99125,-8.74974,-8.74974
173.861,184,-10.139,-12.6892,-12.6892
171.002,183,-11.9983,-15.0194,-15.0194
167.421,183,-15.5795,-19.498,-19.498
164.149,181,-16.8514,-21.0926,-21.0926
161.142,179,-17.858,-22.3563,-22.3563
158.383,176,-17.6165,-22.0586,-22.0586
154.835,173,-18.1653,-22.7342,-22.7342
151.229,169,-17.7708,-22.2406,-22.2406
148.736,164,-15.2642,-19.113,-19.113
145.392,161,-15.6076,-19.5333,-19.5333
142.694,157,-14.3056,-17.9076,-17.9076
139.821,155,-15.1792,-18.9973,-18.9973
137.222,151,-13.7779,-17.2433,-17.2433
134.858,149,-14.1423,-17.6985,-17.6985
133.146,146,-12.854,-16.0882,-16.0882
131.624,143,-11.3764,-14.2371,-14.2371
130.682,141,-10.318,-12.9141,-12.9141
130.174,139,-8.8262,-11.0485,-11.0485
130.004,138,-7.99618,-10.0074,-10.0074
130.298,137,-6.70177,-8.38742,-8.38742
131.037,136,-4.96341,-6.21185,-6.21185
132.274,136,-3.72647,-4.6638,-4.6638
134.09,137,-2.9101,-3.64151,-3.64151
136.16,136,0.159677,0.19984,0.19984
138.627,137,1.62746,2.03682,2.03682
140.93,137,3.92961,4.919,4.919
143.951,136,7.95067,9.95052,9.95052
146.236,137,9.23605,11.5648,11.5648
149.618,137,12.6183,15.792,15.792
153.191,137,16.1911,20.2636,20.2636
156.835,138,18.8354,23.5731,23.5731
159.996,141,18.9962,23.7791,23.7791
163.708,144,19.7076,24.6646,24.6646
167.351,149,18.3511,22.9668,22.9668
130.238,158,-27.7615,-35.0053,-35.0053
131.156,158,-26.8443,-33.5885,-33.5885
132.389,153,-20.6114,-25.7957,-25.7957
134.323,146,-11.6772,-14.6121,-14.6121
136.765,139,-2.23509,-2.79685,-2.79685
139.679,135,4.67893,5.85489,5.85489
143.122,135,8.12191,10.1632,10.1632
146.663,134,12.6632,15.8463,15.8463
150.4,135,15.4003,19.2718,19.2718
153.946,135,18.9459,23.7113,23.7113
157.571,139,18.5711,23.2424,23.2424
161.3,143,18.3002,22.9031,22.9031
165.21,147,18.2099,22.7888,22.7888
168.76,152,16.7599,20.9754,20.9754
172.066,156,16.0665,20.1089,20.1089
175.42,159,16.4203,20.5504,20.5504
178.154,162,16.154,20.2199,20.2199
180.88,165,15.8801,19.8756,19.8756
183.342,168,15.342,19.201,19.201
185.548,171,14.5476,18.2067,18.2067
187.255,174,13.2545,16.5885,16.5885
188.586,177,11.586,14.5002,14.5002
189.279,179,10.2791,12.871,12.871
189.864,181,8.86401,11.0936,11.0936
190,182,7.99971,10.0166,10.0166
189.796,183,6.79624,8.50565,8.50565
189.144,183,6.14359,7.68891,7.68891
188.043,183,5.04328,6.31183,6.31183
186.515,183,3.51473,4.39877,4.39877
184.549,183,1.54883,1.93839,1.93839
