-1825,0,0,0,0,0,-10.3262,3.92564e-312,6.952e-310,0,0
-1825,0,0,0,0,0,-8.91555,3.92564e-312,6.952e-310,0,0
-1825,0,0,0,0,0,-8.10022,3.92564e-312,6.952e-310,0,0
-1705,0,0,0,0,0,-8.72255,3.92564e-312,6.952e-310,0,0
-1657,0,0,0,0,0,-8.61759,3.92564e-312,6.952e-310,0,0
-1706,0,0,0,0,0,-7.47143,3.92564e-312,6.952e-310,0,0
-1858,0,0,0,0,0,-5.24989,3.92564e-312,6.952e-310,0,0
-2026,0,0,0,0,0,-2.92772,3.92564e-312,6.952e-310,0,0
-2109,0,0,0,0,0,-1.20946,3.92564e-312,6.952e-310,0,0
-2409,0,0,0,0,0,2.28497,3.92564e-312,6.952e-310,0,0
-2629,0,0,0,0,0,4.90943,3.92564e-312,6.952e-310,0,0
-2745,0,0,0,0,0,6.75778,3.92564e-312,6.952e-310,0,0
-3013,0,0,0,0,0,9.64311,3.92564e-312,6.952e-310,0,0
-3181,0,0,0,0,0,11.6295,3.92564e-312,6.952e-310,0,0
-3517,0,0,0,0,0,14.9599,3.92564e-312,6.952e-310,0,0
-3546,0,0,0,0,0,15.6901,3.92564e-312,6.952e-310,0,0
-3489,0,0,0,0,0,15.7491,3.92564e-312,6.952e-310,0,0
-3565,0,0,0,0,0,17.084,3.92564e-312,6.952e-310,0,0
-3540,0,0,0,0,0,17.4513,3.92564e-312,6.952e-310,0,0
-3412,0,0,0,0,0,17.1572,3.92564e-312,6.952e-310,0,0
-3357,0,0,0,0,0,17.4034,3.92564e-312,6.952e-310,0,0
-3025,0,0,0,0,0,15.1522,3.92564e-312,6.952e-310,0,0
-2993,0,0,0,0,0,15.498,3.92564e-312,6.952e-310,0,0
-2692,0,0,0,0,0,13.3322,3.92564e-312,6.952e-310,0,0
-2589,0,0,0,0,0,12.8453,3.92564e-312,6.952e-310,0,0
-2346,0,0,0,0,0,11.2279,3.92564e-312,6.952e-310,0,0
-2194,0,0,0,0,0,10.4048,3.92564e-312,6.952e-310,0,0
-2005,0,0,0,0,0,8.98224,3.92564e-312,6.952e-310,0,0
-1962,0,0,0,0,0,9.14442,3.92564e-312,6.952e-310,0,0
-1876,0,0,0,0,0,8.65515,3.92564e-312,6.952e-310,0,0
-1810,0,0,0,0,0,8.57062,3.92564e-312,6.952e-310,0,0
-1810,0,0,0,0,0,8.94777,3.92564e-312,6.952e-310,0,0
-1738,0,0,0,0,0,8.5727,3.92564e-312,6.952e-310,0,0
-1645,0,0,0,0,0,7.96367,3.92564e-312,6.952e-310,0,0
-1657,0,0,0,0,0,8.67461,3.92564e-312,6.952e-310,0,0
-1689,0,0,0,0,0,9.37588,3.92564e-312,6.952e-310,0,0
-1661,0,0,0,0,0,9.48387,3.92564e-312,6.952e-310,0,0
-1725,0,0,0,0,0,10.6762,3.92564e-312,6.952e-310,0,0
-1717,0,0,0,0,0,10.9603,3.92564e-312,6.952e-310,0,0
-1732,0,0,0,0,0,11.673,3.92564e-312,6.952e-310,0,0
-1674,0,0,0,0,0,11.5245,3.92564e-312,6.952e-310,0,0
-1725,0,0,0,0,0,12.4102,3.92564e-312,6.952e-310,0,0
-1705,0,0,0,0,0,12.5664,3.92564e-312,6.952e-310,0,0
-1705,0,0,0,0,0,13.0304,3.92564e-312,6.952e-310,0,0
-1605,0,0,0,0,0,12.2269,3.92564e-312,6.952e-310,0,0
-1562,0,0,0,0,0,12.0766,3.92564e-312,6.952e-310,0,0
-1573,0,0,0,0,0,12.5117,3.92564e-312,6.952e-310,0,0
-1594,0,0,0,0,0,13.0412,3.92564e-312,6.952e-310,0,0
-1501,0,0,0,0,0,12.2836,3.92564e-312,6.952e-310,0,0
-1473,0,0,0,0,0,12.4137,3.92564e-312,6.952e-310,0,0
-1402,0,0,0,0,0,11.8961,3.92564e-312,6.952e-310,0,0
-1473,0,0,0,0,0,13.1394,3.92564e-312,6.952e-310,0,0
-1332,0,0,0,0,0,11.8822,3.92564e-312,6.952e-310,0,0
-1296,0,0,0,0,0,11.7208,3.92564e-312,6.952e-310,0,0
-1330,0,0,0,0,0,12.5532,3.92564e-312,6.952e-310,0,0
-1240,0,0,0,0,0,11.8357,3.92564e-312,6.952e-310,0,0
