0.168884,0.168884,5.71059,-25.0952
0.105332,0.105332,-45,-25.7866
0.184973,0.184973,5.71059,-28.2621
0.0889245,0.0889245,-45,-28.6679
0.193428,0.193428,5.71059,-29.8209
0.0820201,0.0820201,-45,-29.9334
0.193697,0.193697,5.71059,-29.8295
0.0839108,0.0839108,-45,-29.6038
0.187236,0.187236,5.71059,-28.6441
0.0912234,0.0912234,-45,-28.2621
0.173661,0.173661,5.71059,-26.1532
0.105863,0.105863,-45,-25.5759
0.153182,0.153182,5.71059,-22.3957
0.128765,0.128765,-45,-21.3739
0.127135,0.127135,5.71059,-17.6165
0.154583,0.154583,-45,-16.6367
0.0933811,0.0933811,5.71059,-11.4287
0.189226,0.189226,-45,-10.2691
0.0573277,0.0573277,5.71059,-4.80807
0.227168,0.227168,-45,-3.31854
0.016261,0.016261,5.71059,2.72699
0.268411,0.268411,-45,4.24876
0.0280132,0.0280132,5.71059,10.8505
0.313194,0.313194,-45,12.4657
0.0751461,0.0751461,5.71059,19.4986
0.360649,0.360649,-45,21.1729
0.124162,0.124162,5.71059,28.4922
0.415332,0.415332,-45,31.2063
0.172141,0.172141,5.71059,37.2955
0.457069,0.457069,-45,38.8644
0.189339,0.189339,11.3099,46.0504
0.504517,0.504517,-45,47.5703
0.226315,0.226315,20.2249,61.9265
0.587504,0.587504,-45,63.2558
0.203475,0.203475,32.9052,70.297
0.633718,0.633718,-45,71.456
0.194431,0.194431,40.9144,76.5892
0.668771,0.668771,-45,77.7081
0.176714,0.176714,49.0856,81.5097
0.286299,0.286299,135,82.4691
0.0854926,0.0854926,69.7751,85.4616
0.266365,0.266365,135,86.1266
0.0345909,0.0345909,81.8699,88.2167
0.252731,0.252731,135,88.6281
0.0428197,0.0428197,81.8699,89.7266
0.245278,0.245278,135,89.9957
0.0411452,0.0411452,81.8699,89.4432
0.248991,0.248991,135,89.1702
0.0485987,0.0485987,78.6901,87.6071
0.261196,0.261196,135,87.075
0.0318172,0.0318172,78.6901,84.528
0.278781,0.278781,135,83.8484
0.00837033,0.00837033,81.8699,80.3339
0.302694,0.302694,135,79.4547
0.0200749,0.0200749,78.6901,75.0067
0.332761,0.332761,135,73.944
0.0717322,0.0717322,81.8699,68.7083
0.367963,0.367963,135,67.4851
0.111112,0.111112,81.8699,61.4784
0.409084,0.409084,135,59.9238
0.138141,0.138141,78.6901,53.3436
0.453603,0.453603,135,51.7717
0.181855,0.181855,78.6901,45.3227
0.497122,0.497122,135,43.7867
0.199089,0.199089,73.3008,36.7714
0.590127,0.590127,135,26.7218
0.239496,0.239496,64.6538,20.5395
0.629875,0.629875,135,18.9794
0.229312,0.229312,52.5946,10.458
0.687032,0.687032,135,8.75625
0.212708,0.212708,41.1859,2.1577
0.247275,0.247275,-45,0.370773
0.208375,0.208375,32.9052,-5.32809
0.20736,0.20736,-45,-6.95289
0.17547,0.17547,20.2249,-11.9708
0.173497,0.173497,-45,-13.1662
0.128504,0.128504,5.71059,-17.8677
0.142047,0.142047,-45,-18.9368
0.154868,0.154868,5.71059,-22.705
0.116928,0.116928,-45,-23.5457
0.174818,0.174818,5.71059,-26.3758
0.0978522,0.0978522,-45,-27.04
0.187832,0.187832,5.71059,-28.7534
0.0864805,0.0864805,-45,-29.1323
0.194192,0.194192,5.71059,-29.9204
0.0818261,0.0818261,-45,-29.9863
0.193307,0.193307,5.71059,-29.758
0.0841034,0.0841034,-45,-29.5685
0.185203,0.185203,5.71059,-28.2711
0.0935046,0.0935046,-45,-27.8435
0.171054,0.171054,5.71059,-25.6749
0.109138,0.109138,-45,-24.9751
0.149921,0.149921,5.71059,-21.7974
0.131889,0.131889,-45,-20.8006
0.122311,0.122311,5.71059,-16.7314
0.159967,0.159967,-45,-15.6488
0.0890636,0.0890636,5.71059,-10.6311
0.194671,0.194671,-45,-9.28128
0.0519344,0.0519344,5.71059,-3.81848
0.232672,0.232672,-45,-2.3086
0.00926483,0.00926483,5.71059,4.01065
0.276065,0.276065,-45,5.65321
0.0531173,0.0531173,5.71059,15.4806
0.338399,0.338399,-45,17.2427
0.0999697,0.0999697,5.71059,24.0533
0.388019,0.388019,-45,26.1949
0.14922,0.14922,5.71059,33.09
0.442189,0.442189,-45,36.1342
0.196276,0.196276,5.71059,41.7239
0.50196,0.50196,-45,47.1012
0.220422,0.220422,11.3099,51.8068
0.536601,0.536601,-45,53.5865
0.215472,0.215472,20.2249,59.7603
0.579968,0.579968,-45,61.4142
0.226923,0.226923,25.3462,66.9826
0.618935,0.618935,-45,68.564
0.200068,0.200068,36.8699,73.583
0.654112,0.654112,-45,75.0316
0.16458,0.16458,49.0856,79.2833
0.297489,0.297489,135,80.4158
0.129346,0.129346,59.9314,83.6643
0.275249,0.275249,135,84.4965
0.10312,0.10312,68.1986,87.1214
0.257199,0.257199,135,87.8033
0.0698079,0.0698079,76.6075,89.4329
0.246816,0.246816,135,89.654
0.0910032,0.0910032,73.3008,89.9983
0.245487,0.245487,135,89.9574
0.0871141,0.0871141,73.3008,89.2847
0.250932,0.250932,135,88.9583
0.0752772,0.0752772,73.3008,87.1214
0.264354,0.264354,135,86.4656
0.0727986,0.0727986,69.7751,83.1489
0.291274,0.291274,135,81.4903
0.0508903,0.0508903,68.1986,77.5476
0.333051,0.333051,135,73.8155
0.0310196,0.0310196,64.6538,70.3529
0.359727,0.359727,135,68.9095
0.00574249,0.00574249,64.6538,63.6002
0.397389,0.397389,135,62.0859
