A = [
0.00438751,-0.87842
0.0138146,-0.947545
0.0243413,-0.975615
0.0313083,-0.953525
0.0413874,-0.865316
0.048789,-0.776166
0.054791,-0.665418
0.0605638,-0.539214
0.0663025,-0.389569
0.0718212,-0.237601
0.0773041,-0.0718159
0.087155,0.10416
0.111603,0.318721
0.144407,0.50334
0.181171,0.667549
0.239586,0.700689
0.325308,0.667288
0.389488,0.610187
0.440578,0.52527
0.512525,0.411916
0.568292,0.320579
0.625619,0.230018
0.680737,0.149215
0.736046,0.0784053
0.786964,0.0268333
0.838669,-0.0085109
0.879187,-0.0268729
0.923959,-0.0301118
0.956371,-0.0237237
0.988938,-0.00757265
1.00956,0.00766625
1.02307,0.020629
1.02645,0.0253533
1.02319,0.0230545
1.02003,0.0199868
1.00738,0.00715285
0.998202,-0.00164233
0.989177,-0.00895147
0.979924,-0.0143558
0.971592,-0.0165385
0.963132,-0.0157815
0.954704,-0.0118701
0.946775,-0.00487574
0.939103,0.00531172
0.931648,0.0179947
0.9277,0.0306606
0.927183,0.0425785
0.925894,0.0572477
0.939563,0.0551754
0.971198,0.0279547
1.00637,-0.00635362
1.0475,-0.0472445
1.09502,-0.0912493
1.13973,-0.125212
1.20495,-0.153818
1.24753,-0.153671
1.28891,-0.135671
1.36806,-0.0500275
1.40644,0.0158293
1.44217,0.0948283
1.4898,0.224556
1.51475,0.315241
1.52507,0.389022
1.52887,0.447785
1.51826,0.480532
1.50128,0.490411
1.48442,0.484209
1.46207,0.457172
1.44011,0.417616
1.41829,0.36668
1.38684,0.276784
1.36804,0.217264
1.33851,0.11806
1.31981,0.0593339
1.3022,0.0039873
1.28469,-0.0459485
1.27031,-0.0923637
1.25722,-0.127021
1.24763,-0.158324
1.24363,-0.186934
1.24795,-0.214603
1.25936,-0.244031
1.28062,-0.276913
1.30998,-0.309943
1.3588,-0.345539
1.47271,-0.3279
1.50737,-0.282809
1.54179,-0.216108
1.59001,-0.0882677
1.61526,0.0177802
1.65637,0.193
1.68535,0.363219
1.69399,0.508572
1.69051,0.580917
1.68728,0.633131
1.66801,0.652108
1.65022,0.649714
1.62661,0.62101
1.59949,0.570028
1.57415,0.507073
1.54812,0.430557
1.52364,0.347029
1.50047,0.261224
1.47705,0.175891
