-46.6171,46.6171,3.19418,1.43808
-43.5735,43.5735,3.14159,1.49432
-42.316,42.316,3.14159,1.54186
-37.9201,37.9201,2.9997,1.56615
-32.2547,32.2547,2.7886,1.56923
-27.3154,27.3154,2.58299,1.55035
-20.6111,20.6111,2.28963,1.51044
-22.199,22.199,2.28489,1.44567
-18.8793,18.8793,2.07789,1.36418
-21.5393,21.5393,2.07789,1.26361
-20.5873,20.5873,1.92379,1.1455
-24.0297,24.0297,1.92379,1.01536
-25.1731,25.1731,1.82812,0.876466
-24.7884,24.7884,1.66146,0.724346
-28.1865,28.1865,1.62338,0.557807
-32.4438,32.4438,1.62338,0.396268
-31.3011,31.3011,1.41419,0.230177
-31.7063,31.7063,1.27934,0.0807027
-30.0437,30.0437,1.0839,-0.0518864
-29.4857,29.4857,0.938047,-0.176787
-25.0526,25.0526,0.643501,-0.304253
-20.2332,20.2332,0.380506,-0.384396
-22.6598,22.6598,0.404892,-0.451747
-18.3465,18.3465,0.197396,-0.496181
-24.8193,24.8193,0.418224,-0.520053
-17.5387,17.5387,0.141897,-0.521144
-20.0049,20.0049,0.257324,-0.49895
-15.0319,15.0319,0.110657,-0.457614
-12.1679,12.1679,0.0665682,-0.393433
-4.83305,4.83305,-0.124355,-0.307065
-5.48927,5.48927,0,-0.207518
-5.30242,5.30242,0.110657,-0.0897973
5.80195,-5.80195,-0.174672,0.0446669
8.63102,-8.63102,-0.141897,0.184393
8.76229,-8.76229,0,0.331253
12.9105,-12.9105,0,0.488075
15.2665,-15.2665,0.0587558,0.635896
25.0667,-25.0667,-0.156602,0.79103
27.2638,-27.2638,-0.0996687,0.931021
30.6921,-30.6921,-0.0906599,1.06964
33.1914,-33.1914,-0.0525831,1.2022
30.2335,-30.2335,0.174672,1.31818
27.9198,-27.9198,0.35299,1.40848
23.6208,-23.6208,0.588003,1.48097
19.7705,-19.7705,0.785398,1.53281
17.131,-17.131,0.91795,1.56609
11.0252,-11.0252,1.15257,1.56937
4.67386,-4.67386,1.3734,1.55009
-0.234932,0.234932,1.51821,1.50933
-0.878856,0.878856,1.48014,1.44691
-2.88108,2.88108,1.47113,1.36221
-4.0078,4.0078,1.41419,1.26268
-8.75403,8.75403,1.48014,1.1492
-10.7194,10.7194,1.41419,1.00896
-15.6644,15.6644,1.47113,0.878943
-19.7368,19.7368,1.47113,0.724992
-22.1662,22.1662,1.41419,0.576215
-26.6231,26.6231,1.4289,0.422429
-30.7346,30.7346,1.4289,0.266997
-31.4942,31.4942,1.31347,0.122854
-30.1444,30.1444,1.12842,-0.0111662
-32.4242,32.4242,1.0839,-0.14188
-29.4674,29.4674,0.86217,-0.251826
-33.4198,33.4198,0.91795,-0.345466
-26.4128,26.4128,0.574305,-0.424214
-21.9833,21.9833,0.35299,-0.478076
-16.0006,16.0006,0.0906599,-0.514235
-11.2137,11.2137,-0.0996687,-0.523597
-14.9268,14.9268,0.0525831,-0.511715
-12.6461,12.6461,0,-0.478076
-9.6225,9.6225,-0.0587558,-0.422528
0.169952,-0.169952,-0.35299,-0.346565
1.15391,-1.15391,-0.291457,-0.247834
3.09406,-3.09406,-0.257324,-0.140355
8.08111,-8.08111,-0.321751,-0.0162491
8.47122,-8.47122,-0.197396,0.122854
15.5735,-15.5735,-0.321751,0.266997
17.4984,-17.4984,-0.244979,0.416536
19.706,-19.706,-0.174672,0.570299
25.6064,-25.6064,-0.244979,0.723055
29.3344,-29.3344,-0.233743,0.875227
32.049,-32.049,-0.197396,1.0142
34.415,-34.415,-0.156602,1.14444
35.9998,-35.9998,-0.0996687,1.26128
27.5534,-27.5534,0.321751,1.36339
25.3695,-25.3695,0.486899,1.44598
19.2192,-19.2192,0.785398,1.51197
16.7408,-16.7408,0.91795,1.55087
9.3023,-9.3023,1.21781,1.56947
6.67714,-6.67714,1.31347,1.5659
0.426933,-0.426933,1.52321,1.53935
0.507835,-0.507835,1.47113,1.49033
-1.38207,1.38207,1.47113,1.41888
-3.67614,3.67614,1.47113,1.33215
-7.82479,7.82479,1.52321,1.2274
-8.62262,8.62262,1.4289,1.10293
-13.331,13.331,1.47113,0.967091
-18.6635,18.6635,1.52321,0.817653
-27.0683,27.0683,1.52321,0.499914
-28.3662,28.3662,1.4289,0.356532
-30.956,30.956,1.3734,0.203127
-32.193,32.193,1.27934,0.0623048
-33.3919,33.3919,1.19029,-0.0720684
-30.9561,30.9561,0.982794,-0.187481
-30.3368,30.3368,0.851966,-0.294899
-31.1657,31.1657,0.785398,-0.393433
-30.694,30.694,0.652847,-0.511013
-13.8482,13.8482,0,-0.523524
-9.85138,9.85138,-0.141897,-0.514322
-3.26642,3.26642,-0.35299,-0.476528
0.562383,-0.562383,-0.442374,-0.421114
3.35712,-3.35712,-0.380506,-0.253593
7.37713,-7.37713,-0.418224,-0.139337
11.3465,-11.3465,-0.442374,-0.0134274
14.7833,-14.7833,-0.436627,0.122246
24.4146,-24.4146,-0.507099,0.415882
28.5341,-28.5341,-0.507099,0.571614
30.8108,-30.8108,-0.442374,0.722409
32.5215,-32.5215,-0.35299,0.876466
32.1718,-32.1718,-0.197396,1.01884
27.7062,-27.7062,0.0996687,1.14708
25.8627,-25.8627,0.291457,1.26918
22.6402,-22.6402,0.507099,1.363
22.7116,-22.7116,0.588003,1.4466
15.1756,-15.1756,0.938047,1.51175
14.6811,-14.6811,0.996491,1.5515
11.6709,-11.6709,1.12842,1.56963
7.56088,-7.56088,1.27934,1.56517
5.31703,-5.31703,1.33705,1.53806
4.64454,-4.64454,1.31347,1.48906
1.23904,-1.23904,1.3734,1.42024
-2.2589,2.2589,1.41419,1.3288
-3.39348,3.39348,1.33705,1.20869
-8.56871,8.56871,1.41419,1.09026
-12.2382,12.2382,1.41419,0.951535
-16.1144,16.1144,1.41419,0.805
-18.4099,18.4099,1.35213,0.656153
-25.5687,25.5687,1.47113,0.504519
-24.6904,24.6904,1.28474,0.351338
-28.5943,28.5943,1.28474,0.203754
-33.2207,33.2207,1.31347,0.057585
-34.5214,34.5214,1.21781,-0.0876622
-31.2857,31.2857,0.982794,-0.199944
-32.5128,32.5128,0.927295,-0.301829
-28.9644,28.9644,0.708626,-0.386356
-29.0654,29.0654,0.643501,-0.455296
-24.8961,24.8961,0.442374,-0.498808
-21.4937,21.4937,0.291457,-0.521099
-11.2622,11.2622,-0.0906599,-0.516834
-9.1738,9.1738,-0.141897,-0.488707
-3.12967,3.12967,-0.321751,-0.440066
0.342442,-0.342442,-0.380506,-0.367561
1.9665,-1.9665,-0.35299,-0.278648
-0.430193,0.430193,-0.156602,-0.172865
8.34487,-8.34487,-0.35299,-0.0375177
13.0312,-13.0312,-0.380506,0.112543
16.7908,-16.7908,-0.380506,0.254259
19.2869,-19.2869,-0.321751,0.407377
24.9072,-24.9072,-0.380506,0.561095
28.1727,-28.1727,-0.35299,0.712063
32.1602,-32.1602,-0.35299,0.862804
31.3207,-31.3207,-0.179853,1.00429
31.2921,-31.2921,-0.0475831,1.13539
26.9693,-26.9693,0.233743,1.2533
28.1767,-28.1767,0.291457,1.35666
23.2809,-23.2809,0.558599,1.43872
19.0299,-19.0299,0.785398,1.50481
18.4176,-18.4176,0.851966,1.54823
7.65817,-7.65817,1.27934,1.56885
5.11894,-5.11894,1.3734,1.56692
1.91117,-1.91117,1.47113,1.54338
0.659047,-0.659047,1.47113,1.49604
-1.07182,1.07182,1.47113,1.43061
-3.35896,3.35896,1.47113,1.34414
-5.18868,5.18868,1.4289,1.23274
